
BOOK: romanos
- NBLA token 17 unused: profecía,
- NBLA token 18 unused: úsese
- NBLA token 19 unused: en
- NBLA token 20 unused: proporción
- NBLA token 21 unused: a

--- romanos/romanos-12-7 ---
FAIL

- NBLA token 01 unused: si
- NBLA token 02 unused: el
- NBLA token 03 unused: de
- NBLA token 04 unused: servicio,
- NBLA token 05 unused: en
- NBLA token 06 unused: servir;

--- romanos/romanos-12-9 ---
FAIL

- NBLA token 10 unused: a
- NBLA token 11 unused: lo
- NBLA token 12 unused: bueno.

--- romanos/romanos-13-1 ---
FAIL

- NBLA token 06 unused: autoridades
- NBLA token 07 unused: que
- NBLA token 08 unused: gobiernan.
- NBLA token 09 unused: Porque

--- romanos/romanos-13-10 ---
FAIL

- NBLA token 03 unused: no
- NBLA token 04 unused: hace
- NBLA token 05 unused: mal
- NBLA token 06 unused: al
- NBLA token 07 unused: prójimo.
- NBLA token 08 unused: Por
- NBLA token 09 unused: tanto,

--- romanos/romanos-13-11 ---
FAIL

- NBLA token 06 unused: el
- NBLA token 07 unused: tiempo,
- NBLA token 24 unused: nosotros
- NBLA token 25 unused: que
- NBLA token 26 unused: cuando
- NBLA token 27 unused: creímos.

--- romanos/romanos-13-12 ---
FAIL

- NBLA token 13 unused: desechemos
- NBLA token 14 unused: las
- NBLA token 15 unused: obras
- NBLA token 22 unused: las
- NBLA token 23 unused: armas
- NBLA token 26 unused: luz.

--- romanos/romanos-13-13 ---
FAIL

- NBLA token 01 unused: Andemos
- NBLA token 02 unused: decentemente,
- NBLA token 10 unused: borracheras,
- NBLA token 16 unused: lujurias,

--- romanos/romanos-13-14 ---
FAIL

- NBLA token 17 unused: carne.

--- romanos/romanos-13-2 ---
FAIL

- NBLA token 04 unused: que
- NBLA token 05 unused: resiste
- NBLA token 16 unused: opuesto;
- NBLA token 17 unused: y
- NBLA token 25 unused: sobre
- NBLA token 26 unused: sí
- NBLA token 27 unused: mismos.

--- romanos/romanos-13-3 ---
FAIL

- NBLA token 01 unused: Porque
- NBLA token 18 unused: hace
- NBLA token 19 unused: el
- NBLA token 20 unused: mal.
- NBLA token 21 unused: ¿Deseas,
- NBLA token 22 unused: pues,
- NBLA token 25 unused: a

--- romanos/romanos-13-4 ---
FAIL

- NBLA token 16 unused: teme.
- NBLA token 17 unused: Porque
- NBLA token 21 unused: lleva
- NBLA token 37 unused: malo.

--- romanos/romanos-13-5 ---
FAIL

- NBLA token 04 unused: necesario
- NBLA token 05 unused: someterse,
- NBLA token 08 unused: por
- NBLA token 09 unused: razón
- NBLA token 10 unused: del
- NBLA token 11 unused: castigo,
- NBLA token 12 unused: sino
- NBLA token 13 unused: también

--- romanos/romanos-13-8 ---
FAIL

- NBLA token 06 unused: sino
- NBLA token 17 unused: su
- NBLA token 18 unused: prójimo,
- NBLA token 19 unused: ha
- NBLA token 20 unused: cumplido
- NBLA token 21 unused: la
- NBLA token 22 unused: ley.

--- romanos/romanos-14-1 ---
FAIL

- NBLA token 09 unused: pero
- NBLA token 14 unused: opiniones.

--- romanos/romanos-14-10 ---
FAIL

- NBLA token 21 unused: ante

--- romanos/romanos-14-11 ---
FAIL

- NBLA token 19 unused: ALABARÁ
- NBLA token 20 unused: A
- NBLA token 21 unused: DIOS».

--- romanos/romanos-14-12 ---
FAIL

- NBLA token 11 unused: cuenta
- NBLA token 12 unused: de
- NBLA token 13 unused: sí
- NBLA token 14 unused: mismo.

--- romanos/romanos-14-13 ---
FAIL

- NBLA token 14 unused: bien
- NBLA token 15 unused: decidan
- NBLA token 16 unused: esto:
- NBLA token 25 unused: hermano.

--- romanos/romanos-14-14 ---
FAIL

- NBLA token 19 unused: para
- NBLA token 22 unused: estima
- NBLA token 23 unused: que
- NBLA token 29 unused: lo
- NBLA token 30 unused: es.

--- romanos/romanos-14-15 ---
FAIL

- NBLA token 25 unused: por
- NBLA token 26 unused: quien
- NBLA token 27 unused: Cristo
- NBLA token 28 unused: murió.

--- romanos/romanos-14-16 ---
FAIL

- NBLA token 01 unused: Por
- NBLA token 02 unused: tanto,
- NBLA token 08 unused: mal
- NBLA token 09 unused: de
- NBLA token 10 unused: lo
- NBLA token 11 unused: que
- NBLA token 12 unused: para
- NBLA token 13 unused: ustedes
- NBLA token 14 unused: es
- NBLA token 15 unused: bueno.

--- romanos/romanos-14-17 ---
FAIL

- NBLA token 01 unused: Porque
- NBLA token 02 unused: el
- NBLA token 03 unused: reino
- NBLA token 04 unused: de
- NBLA token 05 unused: Dios

--- romanos/romanos-14-18 ---
FAIL

- NBLA token 16 unused: por

--- romanos/romanos-14-2 ---
FAIL

- NBLA token 12 unused: que
- NBLA token 13 unused: es
- NBLA token 14 unused: débil
- NBLA token 15 unused: solo
- NBLA token 16 unused: come
- NBLA token 17 unused: legumbres.

--- romanos/romanos-14-20 ---
FAIL

- NBLA token 07 unused: por
- NBLA token 08 unused: causa
- NBLA token 17 unused: son
- NBLA token 18 unused: limpias,
- NBLA token 19 unused: pero
- NBLA token 20 unused: son
- NBLA token 21 unused: malas
- NBLA token 22 unused: para

--- romanos/romanos-14-22 ---
FAIL

- NBLA token 09 unused: tu
- NBLA token 10 unused: propia
- NBLA token 11 unused: convicción
- NBLA token 12 unused: delante
- NBLA token 17 unused: que
- NBLA token 26 unused: que
- NBLA token 27 unused: aprueba.

--- romanos/romanos-14-23 ---
FAIL

- NBLA token 09 unused: porque
- NBLA token 16 unused: lo
- NBLA token 23 unused: pecado.

--- romanos/romanos-14-3 ---
FAIL

- NBLA token 06 unused: al
- NBLA token 07 unused: que
- NBLA token 12 unused: que
- NBLA token 24 unused: aceptado.

--- romanos/romanos-14-4 ---
FAIL

- NBLA token 14 unused: está
- NBLA token 15 unused: en
- NBLA token 16 unused: pie
- NBLA token 27 unused: Señor
- NBLA token 28 unused: para
- NBLA token 29 unused: sostenerlo
- NBLA token 30 unused: en
- NBLA token 31 unused: pie.

--- romanos/romanos-14-5 ---
FAIL

- NBLA token 22 unused: su
- NBLA token 23 unused: propio
- NBLA token 24 unused: sentir.

--- romanos/romanos-14-6 ---
FAIL

- NBLA token 19 unused: da
- NBLA token 20 unused: gracias
- NBLA token 21 unused: a
- NBLA token 22 unused: Dios;
- NBLA token 23 unused: y

--- romanos/romanos-14-7 ---
FAIL

- NBLA token 11 unused: muere
- NBLA token 12 unused: para
- NBLA token 13 unused: sí
- NBLA token 14 unused: mismo.

--- romanos/romanos-15-1 ---
FAIL

- NBLA token 05 unused: que
- NBLA token 06 unused: somos
- NBLA token 07 unused: fuertes,
- NBLA token 08 unused: debemos
- NBLA token 09 unused: sobrellevar
- NBLA token 10 unused: las
- NBLA token 11 unused: flaquezas
- NBLA token 12 unused: de

--- romanos/romanos-15-12 ---
FAIL

- NBLA token 21 unused: LOS
- NBLA token 22 unused: GENTILES
- NBLA token 23 unused: PONDRÁN
- NBLA token 24 unused: EN
- NBLA token 25 unused: ÉL
- NBLA token 26 unused: SU
- NBLA token 27 unused: ESPERANZA».

--- romanos/romanos-15-13 ---
FAIL

- NBLA token 17 unused: para
- NBLA token 18 unused: que
- NBLA token 19 unused: abunden
- NBLA token 20 unused: en
- NBLA token 21 unused: esperanza
- NBLA token 22 unused: por

--- romanos/romanos-15-14 ---
FAIL

- NBLA token 03 unused: a
- NBLA token 04 unused: ustedes,
- NBLA token 30 unused: a
- NBLA token 31 unused: los
- NBLA token 32 unused: otros.

--- romanos/romanos-15-15 ---
FAIL

- NBLA token 14 unused: las
- NBLA token 15 unused: recuerden
- NBLA token 16 unused: otra
- NBLA token 17 unused: vez,
- NBLA token 18 unused: por

--- romanos/romanos-15-16 ---
FAIL

- NBLA token 12 unused: manera
- NBLA token 13 unused: de
- NBLA token 14 unused: sacerdote
- NBLA token 26 unused: hago

--- romanos/romanos-15-17 ---
FAIL

- NBLA token 11 unused: en
- NBLA token 12 unused: las
- NBLA token 13 unused: cosas
- NBLA token 14 unused: que
- NBLA token 15 unused: se
- NBLA token 16 unused: refieren

--- romanos/romanos-15-18 ---
FAIL

- NBLA token 01 unused: Porque
- NBLA token 20 unused: para
- NBLA token 21 unused: la
- NBLA token 22 unused: obediencia
- NBLA token 23 unused: de
- NBLA token 24 unused: los
- NBLA token 25 unused: gentiles,
- NBLA token 26 unused: en
- NBLA token 27 unused: palabra
- NBLA token 28 unused: y
- NBLA token 29 unused: en
- NBLA token 30 unused: obra,

--- romanos/romanos-15-19 ---
FAIL

- NBLA token 27 unused: he
- NBLA token 28 unused: predicado
- NBLA token 29 unused: en
- NBLA token 30 unused: toda
- NBLA token 31 unused: su
- NBLA token 32 unused: plenitud
- NBLA token 33 unused: el
- NBLA token 34 unused: evangelio

--- romanos/romanos-15-2 ---
FAIL

- NBLA token 12 unused: es
- NBLA token 13 unused: bueno
- NBLA token 14 unused: para
- NBLA token 15 unused: su
- NBLA token 16 unused: edificación.

--- romanos/romanos-15-20 ---
FAIL

- NBLA token 14 unused: era
- NBLA token 15 unused: conocido,
- NBLA token 16 unused: para
- NBLA token 22 unused: de
- NBLA token 23 unused: otro;

--- romanos/romanos-15-21 ---
FAIL

- NBLA token 19 unused: NO
- NBLA token 20 unused: HAN
- NBLA token 21 unused: OÍDO,
- NBLA token 22 unused: ENTENDERÁN».

--- romanos/romanos-15-22 ---
FAIL

- NBLA token 07 unused: he
- NBLA token 08 unused: visto
- NBLA token 09 unused: impedido

--- romanos/romanos-15-23 ---
FAIL

- NBLA token 17 unused: muchos
- NBLA token 18 unused: años
- NBLA token 19 unused: he
- NBLA token 20 unused: tenido
- NBLA token 21 unused: un
- NBLA token 22 unused: gran
- NBLA token 23 unused: deseo

--- romanos/romanos-15-24 ---
FAIL

- NBLA token 22 unused: que
- NBLA token 23 unused: haya
- NBLA token 24 unused: disfrutado
- NBLA token 25 unused: un
- NBLA token 26 unused: poco
- NBLA token 27 unused: de
- NBLA token 28 unused: su
- NBLA token 29 unused: compañía.

--- romanos/romanos-15-25 ---
FAIL

- NBLA token 08 unused: servicio
- NBLA token 09 unused: de

--- romanos/romanos-15-26 ---
FAIL

- NBLA token 22 unused: Jerusalén.

--- romanos/romanos-15-27 ---
FAIL

- NBLA token 10 unused: que
- NBLA token 11 unused: están
- NBLA token 12 unused: en
- NBLA token 13 unused: deuda
- NBLA token 14 unused: con
- NBLA token 15 unused: ellos.
- NBLA token 16 unused: Porque
- NBLA token 17 unused: si
- NBLA token 30 unused: servir
- NBLA token 31 unused: a
- NBLA token 36 unused: bienes
- NBLA token 37 unused: materiales.

--- romanos/romanos-15-28 ---
FAIL

- NBLA token 15 unused: España
- NBLA token 16 unused: llegando
- NBLA token 17 unused: de
- NBLA token 18 unused: paso
- NBLA token 19 unused: a
- NBLA token 20 unused: verlos.

--- romanos/romanos-15-29 ---
FAIL

- NBLA token 16 unused: Cristo.

--- romanos/romanos-15-3 ---
FAIL

- NBLA token 22 unused: CAYERON
- NBLA token 23 unused: SOBRE
- NBLA token 24 unused: MÍ».

--- romanos/romanos-15-32 ---
FAIL

- NBLA token 19 unused: ustedes.

--- romanos/romanos-15-4 ---
FAIL

- NBLA token 09 unused: pasados,
- NBLA token 10 unused: para
- NBLA token 11 unused: nuestra
- NBLA token 12 unused: enseñanza
- NBLA token 13 unused: se
- NBLA token 14 unused: escribió,

--- romanos/romanos-15-5 ---
FAIL

- NBLA token 13 unused: tener
- NBLA token 24 unused: a
- NBLA token 25 unused: Cristo
- NBLA token 26 unused: Jesús,

--- romanos/romanos-15-7 ---
FAIL

- NBLA token 15 unused: la
- NBLA token 16 unused: gloria
- NBLA token 17 unused: de
- NBLA token 18 unused: Dios.

--- romanos/romanos-15-8 ---
FAIL

- NBLA token 18 unused: para
- NBLA token 19 unused: confirmar
- NBLA token 20 unused: las
- NBLA token 21 unused: promesas
- NBLA token 22 unused: dadas
- NBLA token 23 unused: a
- NBLA token 24 unused: los
- NBLA token 25 unused: padres,

--- romanos/romanos-15-9 ---
FAIL

- NBLA token 01 unused: y
- NBLA token 02 unused: para
- NBLA token 03 unused: que

--- romanos/romanos-16-1 ---
FAIL

- NBLA token 06 unused: Febe,
- NBLA token 07 unused: diaconisa
- NBLA token 08 unused: de

--- romanos/romanos-16-10 ---
FAIL

- NBLA token 15 unused: Aristóbulo.

--- romanos/romanos-16-14 ---
FAIL

- NBLA token 13 unused: a
- NBLA token 14 unused: los
- NBLA token 15 unused: hermanos
- NBLA token 16 unused: con
- NBLA token 17 unused: ellos.

--- romanos/romanos-16-15 ---
FAIL

- NBLA token 22 unused: están
- NBLA token 23 unused: con
- NBLA token 24 unused: ellos.

--- romanos/romanos-16-16 ---
FAIL

- NBLA token 12 unused: las
- NBLA token 13 unused: iglesias
- NBLA token 14 unused: de
- NBLA token 15 unused: Cristo

--- romanos/romanos-16-18 ---
FAIL

- NBLA token 01 unused: Porque

--- romanos/romanos-16-19 ---
FAIL

- NBLA token 01 unused: Porque
- NBLA token 29 unused: inocentes
- NBLA token 30 unused: para
- NBLA token 31 unused: lo
- NBLA token 32 unused: malo.

--- romanos/romanos-16-2 ---
FAIL

- NBLA token 39 unused: mismo.

--- romanos/romanos-16-21 ---
FAIL

- NBLA token 02 unused: mi
- NBLA token 03 unused: colaborador,

--- romanos/romanos-16-22 ---
FAIL

- NBLA token 02 unused: Tercio,
- NBLA token 03 unused: que
- NBLA token 04 unused: escribo
- NBLA token 05 unused: esta
- NBLA token 06 unused: carta,

--- romanos/romanos-16-23 ---
FAIL

- NBLA token 02 unused: hospedador
- NBLA token 03 unused: mío
- NBLA token 04 unused: y
- NBLA token 05 unused: de
- NBLA token 06 unused: toda
- NBLA token 07 unused: la
- NBLA token 08 unused: iglesia,

--- romanos/romanos-16-5 ---
FAIL

- NBLA token 03 unused: a
- NBLA token 15 unused: hermano
- NBLA token 16 unused: Epeneto,
- NBLA token 17 unused: que
- NBLA token 24 unused: en
- NBLA token 25 unused: Asia.

--- romanos/romanos-16-6 ---
FAIL

- NBLA token 08 unused: por
- NBLA token 09 unused: ustedes.

--- romanos/romanos-2-1 ---
FAIL

- NBLA token 25 unused: porque
- NBLA token 26 unused: tú
- NBLA token 27 unused: que
- NBLA token 28 unused: juzgas
- NBLA token 29 unused: practicas
- NBLA token 30 unused: las
- NBLA token 31 unused: mismas
- NBLA token 32 unused: cosas.

--- romanos/romanos-2-11 ---
FAIL

- NBLA token 01 unused: Porque
- NBLA token 02 unused: en
- NBLA token 03 unused: Dios

--- romanos/romanos-2-12 ---
FAIL

- NBLA token 22 unused: la
- NBLA token 23 unused: ley,
- NBLA token 24 unused: por
- NBLA token 25 unused: la
- NBLA token 26 unused: ley
- NBLA token 27 unused: serán
- NBLA token 28 unused: juzgados.

--- romanos/romanos-2-13 ---
FAIL

- NBLA token 01 unused: Porque
- NBLA token 13 unused: sino
- NBLA token 18 unused: ley;
- NBLA token 19 unused: esos
- NBLA token 20 unused: serán
- NBLA token 21 unused: justificados.

--- romanos/romanos-2-14 ---
FAIL

- NBLA token 05 unused: que
- NBLA token 10 unused: cumplen
- NBLA token 11 unused: por
- NBLA token 12 unused: instinto
- NBLA token 14 unused: dictados
- NBLA token 25 unused: ley
- NBLA token 26 unused: para
- NBLA token 27 unused: sí
- NBLA token 28 unused: mismos.

--- romanos/romanos-2-16 ---
FAIL

- NBLA token 09 unused: juzgará

--- romanos/romanos-2-17 ---
FAIL

- NBLA token 17 unused: te
- NBLA token 18 unused: glorías
- NBLA token 19 unused: en
- NBLA token 20 unused: Dios

--- romanos/romanos-2-18 ---
FAIL

- NBLA token 15 unused: la
- NBLA token 16 unused: ley,

--- romanos/romanos-2-19 ---
FAIL

- NBLA token 09 unused: los
- NBLA token 10 unused: ciegos,
- NBLA token 11 unused: luz

--- romanos/romanos-2-2 ---
FAIL

- NBLA token 04 unused: juicio
- NBLA token 05 unused: de
- NBLA token 06 unused: Dios
- NBLA token 07 unused: justamente
- NBLA token 08 unused: cae
- NBLA token 09 unused: sobre
- NBLA token 10 unused: los

--- romanos/romanos-2-20 ---
FAIL

- NBLA token 06 unused: de
- NBLA token 07 unused: los
- NBLA token 08 unused: faltos
- NBLA token 09 unused: de
- NBLA token 10 unused: madurez;
- NBLA token 11 unused: que
- NBLA token 12 unused: tienes
- NBLA token 13 unused: en

--- romanos/romanos-2-21 ---
FAIL

- NBLA token 10 unused: a
- NBLA token 11 unused: ti
- NBLA token 12 unused: mismo?
- NBLA token 13 unused: Tú
- NBLA token 14 unused: que
- NBLA token 15 unused: predicas
- NBLA token 16 unused: que
- NBLA token 20 unused: robar,
- NBLA token 21 unused: ¿robas?

--- romanos/romanos-2-22 ---
FAIL

- NBLA token 03 unused: dices
- NBLA token 04 unused: que
- NBLA token 10 unused: ¿adulteras?
- NBLA token 11 unused: Tú
- NBLA token 12 unused: que
- NBLA token 13 unused: abominas
- NBLA token 14 unused: a
- NBLA token 18 unused: templos?

--- romanos/romanos-2-24 ---
FAIL

- NBLA token 17 unused: DE
- NBLA token 18 unused: USTEDES».

--- romanos/romanos-2-25 ---
FAIL

- NBLA token 05 unused: es
- NBLA token 06 unused: de
- NBLA token 07 unused: valor
- NBLA token 11 unused: la
- NBLA token 12 unused: ley,
- NBLA token 23 unused: ha
- NBLA token 24 unused: vuelto
- NBLA token 25 unused: incircuncisión.

--- romanos/romanos-2-26 ---
FAIL

- NBLA token 01 unused: Por
- NBLA token 02 unused: tanto,
- NBLA token 05 unused: incircunciso
- NBLA token 06 unused: cumple
- NBLA token 07 unused: los
- NBLA token 08 unused: requisitos
- NBLA token 09 unused: de

--- romanos/romanos-2-27 ---
FAIL

- NBLA token 04 unused: que
- NBLA token 05 unused: es
- NBLA token 06 unused: físicamente
- NBLA token 07 unused: incircunciso
- NBLA token 08 unused: guarda
- NBLA token 27 unused: eres
- NBLA token 28 unused: transgresor
- NBLA token 29 unused: de
- NBLA token 30 unused: la
- NBLA token 31 unused: ley?

--- romanos/romanos-2-28 ---
FAIL

- NBLA token 01 unused: Porque
- NBLA token 13 unused: es

--- romanos/romanos-2-29 ---
FAIL

- NBLA token 18 unused: Espíritu,
- NBLA token 24 unused: alabanza
- NBLA token 25 unused: del
- NBLA token 26 unused: cual

--- romanos/romanos-2-3 ---
FAIL

- NBLA token 17 unused: lo
- NBLA token 18 unused: mismo,

--- romanos/romanos-2-4 ---
FAIL

- NBLA token 02 unused: tienes
- NBLA token 03 unused: en
- NBLA token 04 unused: poco
- NBLA token 05 unused: las
- NBLA token 06 unused: riquezas

--- romanos/romanos-2-5 ---
FAIL

- NBLA token 23 unused: ira
- NBLA token 24 unused: y
- NBLA token 27 unused: revelación
- NBLA token 28 unused: del
- NBLA token 29 unused: justo
- NBLA token 30 unused: juicio
- NBLA token 31 unused: de
- NBLA token 32 unused: Dios.

--- romanos/romanos-2-6 ---
FAIL

- NBLA token 08 unused: SUS
- NBLA token 09 unused: OBRAS:

--- romanos/romanos-2-7 ---
FAIL

- NBLA token 01 unused: a

--- romanos/romanos-2-8 ---
FAIL

- NBLA token 08 unused: no
- NBLA token 09 unused: obedecen

--- romanos/romanos-3-1 ---
FAIL

- NBLA token 03 unused: entonces,
- NBLA token 04 unused: la
- NBLA token 05 unused: ventaja
- NBLA token 06 unused: del
- NBLA token 07 unused: judío?
- NBLA token 08 unused: ¿O
- NBLA token 09 unused: cuál

--- romanos/romanos-3-10 ---
FAIL

- NBLA token 09 unused: UNO;

--- romanos/romanos-3-12 ---
FAIL

- NBLA token 13 unused: HAGA
- NBLA token 14 unused: LO
- NBLA token 15 unused: BUENO,
- NBLA token 16 unused: NO
- NBLA token 17 unused: HAY
- NBLA token 18 unused: NI
- NBLA token 19 unused: SIQUIERA
- NBLA token 20 unused: UNO.

--- romanos/romanos-3-13 ---
FAIL

- NBLA token 16 unused: BAJO
- NBLA token 17 unused: SUS
- NBLA token 18 unused: LABIOS;

--- romanos/romanos-3-15 ---
FAIL

- NBLA token 07 unused: SANGRE.

--- romanos/romanos-3-17 ---
FAIL

- NBLA token 07 unused: HAN
- NBLA token 08 unused: CONOCIDO.

--- romanos/romanos-3-19 ---
FAIL

- NBLA token 09 unused: lo
- NBLA token 10 unused: dice
- NBLA token 11 unused: a

--- romanos/romanos-3-2 ---
FAIL

- NBLA token 10 unused: ellos
- NBLA token 11 unused: les
- NBLA token 12 unused: han
- NBLA token 13 unused: sido
- NBLA token 14 unused: confiados

--- romanos/romanos-3-20 ---
FAIL

- NBLA token 18 unused: medio
- NBLA token 19 unused: de
- NBLA token 20 unused: la
- NBLA token 21 unused: ley
- NBLA token 22 unused: viene
- NBLA token 23 unused: el
- NBLA token 24 unused: conocimiento
- NBLA token 25 unused: del
- NBLA token 26 unused: pecado.

--- romanos/romanos-3-21 ---
FAIL

- NBLA token 19 unused: los
- NBLA token 20 unused: profetas.

--- romanos/romanos-3-22 ---
FAIL

- NBLA token 16 unused: que
- NBLA token 17 unused: creen.
- NBLA token 18 unused: Porque

--- romanos/romanos-3-23 ---
FAIL

- NBLA token 09 unused: gloria

--- romanos/romanos-3-25 ---
FAIL

- NBLA token 28 unused: alto
- NBLA token 29 unused: los
- NBLA token 30 unused: pecados
- NBLA token 31 unused: cometidos
- NBLA token 32 unused: anteriormente,

--- romanos/romanos-3-26 ---
FAIL

- NBLA token 07 unused: justicia,
- NBLA token 08 unused: a
- NBLA token 09 unused: fin

--- romanos/romanos-3-27 ---
FAIL

- NBLA token 03 unused: pues,

--- romanos/romanos-3-28 ---
FAIL

- NBLA token 09 unused: la
- NBLA token 10 unused: fe
- NBLA token 11 unused: aparte
- NBLA token 12 unused: de
- NBLA token 13 unused: las
- NBLA token 14 unused: obras
- NBLA token 15 unused: de
- NBLA token 16 unused: la
- NBLA token 17 unused: ley.

--- romanos/romanos-3-29 ---
FAIL

- NBLA token 14 unused: Dios
- NBLA token 15 unused: de
- NBLA token 16 unused: los
- NBLA token 17 unused: gentiles?
- NBLA token 18 unused: Sí,
- NBLA token 19 unused: también
- NBLA token 20 unused: de
- NBLA token 21 unused: los
- NBLA token 22 unused: gentiles,

--- romanos/romanos-3-3 ---
FAIL

- NBLA token 07 unused: ¿acaso
- NBLA token 08 unused: su
- NBLA token 09 unused: infidelidad
- NBLA token 10 unused: anulará

--- romanos/romanos-3-30 ---
FAIL

- NBLA token 18 unused: y
- NBLA token 19 unused: por
- NBLA token 20 unused: medio
- NBLA token 21 unused: de
- NBLA token 22 unused: la
- NBLA token 23 unused: fe
- NBLA token 24 unused: a
- NBLA token 25 unused: los
- NBLA token 26 unused: incircuncisos.

--- romanos/romanos-3-31 ---
FAIL

- NBLA token 15 unused: confirmamos
- NBLA token 16 unused: la
- NBLA token 17 unused: ley.

--- romanos/romanos-3-5 ---
FAIL

- NBLA token 04 unused: injusticia
- NBLA token 05 unused: hace
- NBLA token 06 unused: resaltar

--- romanos/romanos-3-6 ---
FAIL

- NBLA token 10 unused: Dios
- NBLA token 11 unused: al
- NBLA token 12 unused: mundo?

--- romanos/romanos-3-7 ---
FAIL

- NBLA token 03 unused: por
- NBLA token 04 unused: mi
- NBLA token 05 unused: mentira

--- romanos/romanos-3-8 ---
FAIL

- NBLA token 03 unused: qué
- NBLA token 23 unused: el
- NBLA token 24 unused: bien?
- NBLA token 25 unused: La
- NBLA token 26 unused: condenación
- NBLA token 27 unused: de

--- romanos/romanos-3-9 ---
FAIL

- NBLA token 17 unused: judíos
- NBLA token 18 unused: como
- NBLA token 19 unused: griegos
- NBLA token 20 unused: están
- NBLA token 21 unused: todos
- NBLA token 22 unused: bajo
- NBLA token 23 unused: pecado.

--- romanos/romanos-4-1 ---
FAIL

- NBLA token 11 unused: carne?

--- romanos/romanos-4-11 ---
FAIL

- NBLA token 34 unused: a
- NBLA token 35 unused: fin
- NBLA token 36 unused: de
- NBLA token 37 unused: que
- NBLA token 40 unused: también
- NBLA token 41 unused: se
- NBLA token 42 unused: les
- NBLA token 43 unused: tome
- NBLA token 44 unused: en
- NBLA token 45 unused: cuenta
- NBLA token 46 unused: a
- NBLA token 47 unused: ellos.

--- romanos/romanos-4-12 ---
FAIL

- NBLA token 06 unused: la
- NBLA token 07 unused: circuncisión
- NBLA token 08 unused: para
- NBLA token 09 unused: aquellos
- NBLA token 10 unused: que
- NBLA token 15 unused: la
- NBLA token 16 unused: circuncisión,
- NBLA token 21 unused: en
- NBLA token 34 unused: incircunciso.

--- romanos/romanos-4-13 ---
FAIL

- NBLA token 27 unused: medio
- NBLA token 28 unused: de
- NBLA token 29 unused: la
- NBLA token 30 unused: justicia
- NBLA token 31 unused: de
- NBLA token 32 unused: la
- NBLA token 33 unused: fe.

--- romanos/romanos-4-14 ---
FAIL

- NBLA token 08 unused: ley
- NBLA token 09 unused: son
- NBLA token 10 unused: herederos,
- NBLA token 11 unused: vana
- NBLA token 12 unused: resulta

--- romanos/romanos-4-15 ---
FAIL

- NBLA token 13 unused: transgresión.

--- romanos/romanos-4-16 ---
FAIL

- NBLA token 16 unused: de
- NBLA token 17 unused: que
- NBLA token 23 unused: toda
- NBLA token 24 unused: la
- NBLA token 25 unused: posteridad,
- NBLA token 29 unused: los
- NBLA token 30 unused: que
- NBLA token 31 unused: son
- NBLA token 44 unused: de
- NBLA token 45 unused: Abraham,
- NBLA token 46 unused: quien
- NBLA token 51 unused: nosotros.

--- romanos/romanos-4-17 ---
FAIL

- NBLA token 21 unused: da
- NBLA token 22 unused: vida
- NBLA token 23 unused: a
- NBLA token 25 unused: muertos
- NBLA token 26 unused: y
- NBLA token 27 unused: llama
- NBLA token 28 unused: a
- NBLA token 29 unused: las
- NBLA token 30 unused: cosas
- NBLA token 31 unused: que
- NBLA token 36 unused: fueran.

--- romanos/romanos-4-18 ---
FAIL

- NBLA token 22 unused: le
- NBLA token 23 unused: había
- NBLA token 24 unused: dicho:
- NBLA token 25 unused: «ASÍ
- NBLA token 26 unused: SERÁ
- NBLA token 27 unused: TU
- NBLA token 28 unused: DESCENDENCIA».

--- romanos/romanos-4-19 ---
FAIL

- NBLA token 18 unused: tenía
- NBLA token 19 unused: como
- NBLA token 20 unused: cien
- NBLA token 21 unused: años,
- NBLA token 22 unused: y
- NBLA token 23 unused: también
- NBLA token 29 unused: de
- NBLA token 30 unused: Sara.

--- romanos/romanos-4-2 ---
FAIL

- NBLA token 10 unused: de
- NBLA token 11 unused: qué
- NBLA token 12 unused: jactarse,
- NBLA token 13 unused: pero
- NBLA token 17 unused: Dios.

--- romanos/romanos-4-20 ---
FAIL

- NBLA token 04 unused: a

--- romanos/romanos-4-21 ---
FAIL

- NBLA token 04 unused: de
- NBLA token 06 unused: lo
- NBLA token 14 unused: para
- NBLA token 15 unused: cumplirlo.

--- romanos/romanos-4-22 ---
FAIL

- NBLA token 06 unused: fe
- NBLA token 07 unused: LE
- NBLA token 08 unused: FUE
- NBLA token 09 unused: CONTADA
- NBLA token 10 unused: POR
- NBLA token 11 unused: JUSTICIA.

--- romanos/romanos-4-23 ---
FAIL

- NBLA token 11 unused: contada,

--- romanos/romanos-4-24 ---
FAIL

- NBLA token 20 unused: a
- NBLA token 21 unused: Jesús

--- romanos/romanos-4-25 ---
FAIL

- NBLA token 03 unused: entregado

--- romanos/romanos-4-3 ---
FAIL

- NBLA token 03 unused: dice

--- romanos/romanos-4-4 ---
FAIL

