continuity_field_id	book	chapter	verse	reference	stream_index	predication_id	persistence_score	transition_score	extension_score	weakening_score	field_state	evidence
CF00168	1corintios	4	9	4:9	168	1corintios-4-9-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00169	1corintios	4	9	4:9	169	1corintios-4-9-P03	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00170	1corintios	4	11	4:11	170	1corintios-4-11-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00171	1corintios	4	11	4:11	171	1corintios-4-11-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00172	1corintios	4	11	4:11	172	1corintios-4-11-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00173	1corintios	4	11	4:11	173	1corintios-4-11-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00174	1corintios	4	11	4:11	174	1corintios-4-11-P05	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00175	1corintios	4	12	4:12	175	1corintios-4-12-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00176	1corintios	4	12	4:12	176	1corintios-4-12-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00177	1corintios	4	12	4:12	177	1corintios-4-12-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00178	1corintios	4	13	4:13	178	1corintios-4-13-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00179	1corintios	4	13	4:13	179	1corintios-4-13-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00180	1corintios	4	14	4:14	180	1corintios-4-14-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:moderate""]"
CF00181	1corintios	4	15	4:15	181	1corintios-4-15-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00182	1corintios	4	15	4:15	182	1corintios-4-15-P02	0	6	1	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00183	1corintios	4	16	4:16	183	1corintios-4-16-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00184	1corintios	4	16	4:16	184	1corintios-4-16-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00185	1corintios	4	17	4:17	185	1corintios-4-17-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00186	1corintios	4	17	4:17	186	1corintios-4-17-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00187	1corintios	4	17	4:17	187	1corintios-4-17-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00188	1corintios	4	17	4:17	188	1corintios-4-17-P04	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00189	1corintios	4	18	4:18	189	1corintios-4-18-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00190	1corintios	4	19	4:19	190	1corintios-4-19-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00191	1corintios	4	19	4:19	191	1corintios-4-19-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00192	1corintios	4	19	4:19	192	1corintios-4-19-P03	0	6	1	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00193	1corintios	4	21	4:21	193	1corintios-4-21-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00194	1corintios	4	21	4:21	194	1corintios-4-21-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00195	1corintios	5	1	5:1	195	1corintios-5-1-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00196	1corintios	5	2	5:2	196	1corintios-5-2-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00197	1corintios	5	2	5:2	197	1corintios-5-2-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00198	1corintios	5	2	5:2	198	1corintios-5-2-P03	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00199	1corintios	5	3	5:3	199	1corintios-5-3-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00200	1corintios	5	5	5:5	200	1corintios-5-5-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00201	1corintios	5	6	5:6	201	1corintios-5-6-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00202	1corintios	5	6	5:6	202	1corintios-5-6-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00203	1corintios	5	7	5:7	203	1corintios-5-7-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00204	1corintios	5	7	5:7	204	1corintios-5-7-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00205	1corintios	5	7	5:7	205	1corintios-5-7-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00206	1corintios	5	7	5:7	206	1corintios-5-7-P04	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00207	1corintios	5	8	5:8	207	1corintios-5-8-P01	0	7	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00208	1corintios	5	9	5:9	208	1corintios-5-9-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00209	1corintios	5	10	5:10	209	1corintios-5-10-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00210	1corintios	5	11	5:11	210	1corintios-5-11-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00211	1corintios	5	11	5:11	211	1corintios-5-11-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00212	1corintios	5	12	5:12	212	1corintios-5-12-P01	0	6	1	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00213	1corintios	5	13	5:13	213	1corintios-5-13-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00214	1corintios	5	13	5:13	214	1corintios-5-13-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00215	1corintios	6	1	6:1	215	1corintios-6-1-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00216	1corintios	6	2	6:2	216	1corintios-6-2-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00217	1corintios	6	2	6:2	217	1corintios-6-2-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00218	1corintios	6	2	6:2	218	1corintios-6-2-P03	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:moderate""]"
CF00219	1corintios	6	2	6:2	219	1corintios-6-2-P04	0	6	1	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00220	1corintios	6	3	6:3	220	1corintios-6-3-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00221	1corintios	6	3	6:3	221	1corintios-6-3-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00222	1corintios	6	4	6:4	222	1corintios-6-4-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00223	1corintios	6	4	6:4	223	1corintios-6-4-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00224	1corintios	6	5	6:5	224	1corintios-6-5-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00225	1corintios	6	5	6:5	225	1corintios-6-5-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00226	1corintios	6	5	6:5	226	1corintios-6-5-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00227	1corintios	6	6	6:6	227	1corintios-6-6-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00228	1corintios	6	7	6:7	228	1corintios-6-7-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00229	1corintios	6	7	6:7	229	1corintios-6-7-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00230	1corintios	6	7	6:7	230	1corintios-6-7-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00231	1corintios	6	7	6:7	231	1corintios-6-7-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00232	1corintios	6	8	6:8	232	1corintios-6-8-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00233	1corintios	6	8	6:8	233	1corintios-6-8-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00234	1corintios	6	9	6:9	234	1corintios-6-9-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00235	1corintios	6	9	6:9	235	1corintios-6-9-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00236	1corintios	6	9	6:9	236	1corintios-6-9-P03	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00237	1corintios	6	10	6:10	237	1corintios-6-10-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00238	1corintios	6	11	6:11	238	1corintios-6-11-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00239	1corintios	6	11	6:11	239	1corintios-6-11-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00240	1corintios	6	11	6:11	240	1corintios-6-11-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00241	1corintios	6	11	6:11	241	1corintios-6-11-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00242	1corintios	6	12	6:12	242	1corintios-6-12-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00243	1corintios	6	12	6:12	243	1corintios-6-12-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00244	1corintios	6	12	6:12	244	1corintios-6-12-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00245	1corintios	6	12	6:12	245	1corintios-6-12-P04	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00246	1corintios	6	13	6:13	246	1corintios-6-13-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00247	1corintios	6	14	6:14	247	1corintios-6-14-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00248	1corintios	6	14	6:14	248	1corintios-6-14-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00249	1corintios	6	15	6:15	249	1corintios-6-15-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00250	1corintios	6	15	6:15	250	1corintios-6-15-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00251	1corintios	6	15	6:15	251	1corintios-6-15-P03	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00252	1corintios	6	15	6:15	252	1corintios-6-15-P04	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00253	1corintios	6	16	6:16	253	1corintios-6-16-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00254	1corintios	6	16	6:16	254	1corintios-6-16-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00255	1corintios	6	16	6:16	255	1corintios-6-16-P03	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:moderate""]"
CF00256	1corintios	6	16	6:16	256	1corintios-6-16-P04	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00257	1corintios	6	17	6:17	257	1corintios-6-17-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00258	1corintios	6	18	6:18	258	1corintios-6-18-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00259	1corintios	6	18	6:18	259	1corintios-6-18-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00260	1corintios	6	18	6:18	260	1corintios-6-18-P03	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00261	1corintios	6	18	6:18	261	1corintios-6-18-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00262	1corintios	6	19	6:19	262	1corintios-6-19-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00263	1corintios	6	19	6:19	263	1corintios-6-19-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00264	1corintios	6	19	6:19	264	1corintios-6-19-P03	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00265	1corintios	6	19	6:19	265	1corintios-6-19-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00266	1corintios	6	20	6:20	266	1corintios-6-20-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00267	1corintios	6	20	6:20	267	1corintios-6-20-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00268	1corintios	7	1	7:1	268	1corintios-7-1-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00269	1corintios	7	2	7:2	269	1corintios-7-2-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00270	1corintios	7	2	7:2	270	1corintios-7-2-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00271	1corintios	7	3	7:3	271	1corintios-7-3-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00272	1corintios	7	4	7:4	272	1corintios-7-4-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00273	1corintios	7	4	7:4	273	1corintios-7-4-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00274	1corintios	7	5	7:5	274	1corintios-7-5-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00275	1corintios	7	5	7:5	275	1corintios-7-5-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00276	1corintios	7	5	7:5	276	1corintios-7-5-P03	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00277	1corintios	7	5	7:5	277	1corintios-7-5-P04	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00278	1corintios	7	6	7:6	278	1corintios-7-6-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00279	1corintios	7	7	7:7	279	1corintios-7-7-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00280	1corintios	7	7	7:7	280	1corintios-7-7-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00281	1corintios	7	8	7:8	281	1corintios-7-8-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00282	1corintios	7	8	7:8	282	1corintios-7-8-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00283	1corintios	7	9	7:9	283	1corintios-7-9-P01	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00284	1corintios	7	9	7:9	284	1corintios-7-9-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00285	1corintios	7	9	7:9	285	1corintios-7-9-P03	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00286	1corintios	7	10	7:10	286	1corintios-7-10-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00287	1corintios	7	11	7:11	287	1corintios-7-11-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00288	1corintios	7	11	7:11	288	1corintios-7-11-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00289	1corintios	7	11	7:11	289	1corintios-7-11-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00290	1corintios	7	12	7:12	290	1corintios-7-12-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00291	1corintios	7	12	7:12	291	1corintios-7-12-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00292	1corintios	7	12	7:12	292	1corintios-7-12-P03	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00293	1corintios	7	12	7:12	293	1corintios-7-12-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00294	1corintios	7	13	7:13	294	1corintios-7-13-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00295	1corintios	7	13	7:13	295	1corintios-7-13-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00296	1corintios	7	13	7:13	296	1corintios-7-13-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00297	1corintios	7	14	7:14	297	1corintios-7-14-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00298	1corintios	7	14	7:14	298	1corintios-7-14-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00299	1corintios	7	14	7:14	299	1corintios-7-14-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00300	1corintios	7	14	7:14	300	1corintios-7-14-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00301	1corintios	7	15	7:15	301	1corintios-7-15-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00302	1corintios	7	15	7:15	302	1corintios-7-15-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00303	1corintios	7	15	7:15	303	1corintios-7-15-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00304	1corintios	7	15	7:15	304	1corintios-7-15-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00305	1corintios	7	16	7:16	305	1corintios-7-16-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00306	1corintios	7	16	7:16	306	1corintios-7-16-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00307	1corintios	7	16	7:16	307	1corintios-7-16-P03	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00308	1corintios	7	16	7:16	308	1corintios-7-16-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00309	1corintios	7	17	7:17	309	1corintios-7-17-P01	2	4	2	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00310	1corintios	7	17	7:17	310	1corintios-7-17-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00311	1corintios	7	17	7:17	311	1corintios-7-17-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00312	1corintios	7	17	7:17	312	1corintios-7-17-P04	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00313	1corintios	7	18	7:18	313	1corintios-7-18-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00314	1corintios	7	18	7:18	314	1corintios-7-18-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00315	1corintios	7	18	7:18	315	1corintios-7-18-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00316	1corintios	7	18	7:18	316	1corintios-7-18-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00317	1corintios	7	19	7:19	317	1corintios-7-19-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00318	1corintios	7	19	7:19	318	1corintios-7-19-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00319	1corintios	7	20	7:20	319	1corintios-7-20-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00320	1corintios	7	20	7:20	320	1corintios-7-20-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00321	1corintios	7	21	7:21	321	1corintios-7-21-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00322	1corintios	7	21	7:21	322	1corintios-7-21-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00323	1corintios	7	21	7:21	323	1corintios-7-21-P03	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00324	1corintios	7	21	7:21	324	1corintios-7-21-P04	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00325	1corintios	7	22	7:22	325	1corintios-7-22-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00326	1corintios	7	22	7:22	326	1corintios-7-22-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00327	1corintios	7	23	7:23	327	1corintios-7-23-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00328	1corintios	7	23	7:23	328	1corintios-7-23-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00329	1corintios	7	24	7:24	329	1corintios-7-24-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00330	1corintios	7	24	7:24	330	1corintios-7-24-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00331	1corintios	7	25	7:25	331	1corintios-7-25-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
