BOOK	CH	VS	CONNECTOR_ID	CONNECTOR_GREEK	CONNECTOR_KIND	CONNECTOR_RELATION	CURRENT_TARGET_CLAUSE	CURRENT_TARGET_SPAN	CANDIDATE_SOURCE_REF	CANDIDATE_SOURCE_CLAUSE	CANDIDATE_SOURCE_SPAN	CANDIDATE_DISTANCE	CANDIDATE_CONFIDENCE	STATUS	NOTES
1corintios	4	11	cn1	καὶ	coordinating	coordination	C1	ἄχρι τῆς ἄρτι ὥρας καὶ ==πεινῶμεν==	1corintios 4:9	C3	==ἐγενήθημεν== τῷ κόσμῳ καὶ ἀγγέλοις καὶ ἀνθρώποις	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	4	12	cn1	καὶ	coordinating	coordination	C1	καὶ ==κοπιῶμεν== ἐργαζόμενοι ταῖς ἰδίαις χερσίν λοιδορούμενοι	1corintios 4:11	C5	καὶ ==ἀστατοῦμεν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	4	15	cn1	ἐὰν	subordinating	condition	C1	ἐὰν γὰρ μυρίους παιδαγωγοὺς ==ἔχητε== ἐν χριστῷ ἀλλʼ οὐ πολλοὺς πατέρας ἐν γὰρ χριστῷ ἰησοῦ διὰ τοῦ εὐαγγελίου ἐγὼ ὑμᾶς	1corintios 4:14	C1	οὐκ ἐντρέπων ὑμᾶς ==γράφω== ταῦτα ἀλλʼ ὡς τέκνα μου ἀγαπητὰ νουθετῶν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	4	15	cn2	γὰρ	coordinating	cause/ground	C1	ἐὰν γὰρ μυρίους παιδαγωγοὺς ==ἔχητε== ἐν χριστῷ ἀλλʼ οὐ πολλοὺς πατέρας ἐν γὰρ χριστῷ ἰησοῦ διὰ τοῦ εὐαγγελίου ἐγὼ ὑμᾶς	1corintios 4:14	C1	οὐκ ἐντρέπων ὑμᾶς ==γράφω== ταῦτα ἀλλʼ ὡς τέκνα μου ἀγαπητὰ νουθετῶν	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	4	18	cn1	ὡς	subordinating	comparison/manner	C1	ὡς μὴ ἐρχομένου δέ μου πρὸς ὑμᾶς ==ἐφυσιώθησάν== τινες	1corintios 4:17	C4	==διδάσκω==	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	4	18	cn3	δέ	coordinating	coordination	C1	ὡς μὴ ἐρχομένου δέ μου πρὸς ὑμᾶς ==ἐφυσιώθησάν== τινες	1corintios 4:17	C4	==διδάσκω==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	5	2	cn1	καὶ	coordinating	coordination	C1	καὶ ὑμεῖς πεφυσιωμένοι ==ἐστέ== καὶ οὐχὶ μᾶλλον	1corintios 5:1	C1	ὅλως ==ἀκούεται== ἐν ὑμῖν πορνεία καὶ τοιαύτη πορνεία ἥτις οὐδὲ ἐν τοῖς ἔθνεσιν ὥστε γυναῖκά τινα τοῦ πατρὸς ἔχειν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	5	3	cn1	γάρ	coordinating	cause/ground	C1	ἐγὼ μὲν γάρ ἀπὼν τῷ σώματι παρὼν δὲ τῷ πνεύματι ἤδη ==κέκρικα== ὡς παρὼν τὸν οὕτως τοῦτο κατεργασάμενον	1corintios 5:2	C3	ἵνα ==ἀρθῇ== ἐκ μέσου ὑμῶν ὁ τὸ ἔργον τοῦτο ποιήσας	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	5	3	cn2	δὲ	coordinating	coordination	C1	ἐγὼ μὲν γάρ ἀπὼν τῷ σώματι παρὼν δὲ τῷ πνεύματι ἤδη ==κέκρικα== ὡς παρὼν τὸν οὕτως τοῦτο κατεργασάμενον	1corintios 5:2	C3	ἵνα ==ἀρθῇ== ἐκ μέσου ὑμῶν ὁ τὸ ἔργον τοῦτο ποιήσας	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	5	5	cn1	ἵνα	subordinating	purpose/result	C1	παραδοῦναι τὸν τοιοῦτον τῷ σατανᾷ εἰς ὄλεθρον τῆς σαρκός ἵνα τὸ πνεῦμα ==σωθῇ== ἐν τῇ ἡμέρᾳ τοῦ κυρίου	1corintios 5:3	C1	ἐγὼ μὲν γάρ ἀπὼν τῷ σώματι παρὼν δὲ τῷ πνεύματι ἤδη ==κέκρικα== ὡς παρὼν τὸν οὕτως τοῦτο κατεργασάμενον	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	5	8	cn1	ὥστε	subordinating	result/inference	C1	ὥστε ==ἑορτάζωμεν== μὴ ἐν ζύμῃ παλαιᾷ μηδὲ ἐν ζύμῃ κακίας καὶ πονηρίας ἀλλʼ ἐν ἀζύμοις εἰλικρινείας καὶ ἀληθείας	1corintios 5:7	C4	==ἐτύθη== χριστός	previous-verse-final-clause	medium	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	5	10	cn2	ἢ	coordinating	alternative/comparison	C1	οὐ πάντως τοῖς πόρνοις τοῦ κόσμου τούτου ἢ τοῖς πλεονέκταις καὶ ἅρπαξιν ἢ εἰδωλολάτραις ἐπεὶ ==ὠφείλετε== ἄρα ἐκ τοῦ κόσμου ἐξελθεῖν	1corintios 5:9	C1	==ἔγραψα== ὑμῖν ἐν τῇ ἐπιστολῇ μὴ συναναμίγνυσθαι πόρνοις	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	5	10	cn3	καὶ	coordinating	coordination	C1	οὐ πάντως τοῖς πόρνοις τοῦ κόσμου τούτου ἢ τοῖς πλεονέκταις καὶ ἅρπαξιν ἢ εἰδωλολάτραις ἐπεὶ ==ὠφείλετε== ἄρα ἐκ τοῦ κόσμου ἐξελθεῖν	1corintios 5:9	C1	==ἔγραψα== ὑμῖν ἐν τῇ ἐπιστολῇ μὴ συναναμίγνυσθαι πόρνοις	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	5	10	cn4	ἢ	coordinating	alternative/comparison	C1	οὐ πάντως τοῖς πόρνοις τοῦ κόσμου τούτου ἢ τοῖς πλεονέκταις καὶ ἅρπαξιν ἢ εἰδωλολάτραις ἐπεὶ ==ὠφείλετε== ἄρα ἐκ τοῦ κόσμου ἐξελθεῖν	1corintios 5:9	C1	==ἔγραψα== ὑμῖν ἐν τῇ ἐπιστολῇ μὴ συναναμίγνυσθαι πόρνοις	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	5	11	cn1	δὲ	coordinating	coordination	C1	νῦν δὲ ==ἔγραψα== ὑμῖν μὴ συναναμίγνυσθαι ἐάν τις ἀδελφὸς ὀνομαζόμενος	1corintios 5:10	C1	οὐ πάντως τοῖς πόρνοις τοῦ κόσμου τούτου ἢ τοῖς πλεονέκταις καὶ ἅρπαξιν ἢ εἰδωλολάτραις ἐπεὶ ==ὠφείλετε== ἄρα ἐκ τοῦ κόσμου ἐξελθεῖν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	5	12	cn1	γάρ	coordinating	cause/ground	C1	τί γάρ μοι τοὺς ἔξω κρίνειν οὐχὶ τοὺς ἔσω ὑμεῖς ==κρίνετε==	1corintios 5:11	C2	==ᾖ== πόρνος ἢ πλεονέκτης ἢ εἰδωλολάτρης ἢ λοίδορος ἢ μέθυσος ἢ ἅρπαξ τῷ τοιούτῳ μηδὲ συνεσθίειν	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	5	13	cn1	δὲ	coordinating	coordination	C1	τοὺς δὲ ἔξω ὁ θεὸς ==κρίνει;==	1corintios 5:12	C1	τί γάρ μοι τοὺς ἔξω κρίνειν οὐχὶ τοὺς ἔσω ὑμεῖς ==κρίνετε==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	2	cn1	ἢ	coordinating	alternative/comparison	C1	ἢ οὐκ ==οἴδατε== ὅτι οἱ ἅγιοι τὸν κόσμον	1corintios 6:1	C1	==τολμᾷ== τις ὑμῶν πρᾶγμα ἔχων πρὸς τὸν ἕτερον κρίνεσθαι ἐπὶ τῶν ἀδίκων καὶ οὐχὶ ἐπὶ τῶν ἁγίων	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	4	cn1	οὖν	coordinating	inference	C1	βιωτικὰ μὲν οὖν κριτήρια ἐὰν ==ἔχητε== τοὺς ἐξουθενημένους ἐν τῇ ἐκκλησίᾳ τούτους	1corintios 6:3	C2	==κρινοῦμεν== μήτιγε βιωτικά	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	6	4	cn2	ἐὰν	subordinating	condition	C1	βιωτικὰ μὲν οὖν κριτήρια ἐὰν ==ἔχητε== τοὺς ἐξουθενημένους ἐν τῇ ἐκκλησίᾳ τούτους	1corintios 6:3	C2	==κρινοῦμεν== μήτιγε βιωτικά	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	6	6	cn1	ἀλλὰ	coordinating	contrast	C1	ἀλλὰ ἀδελφὸς μετὰ ἀδελφοῦ ==κρίνεται== καὶ τοῦτο ἐπὶ ἀπίστων	1corintios 6:5	C3	==δυνήσεται== διακρῖναι ἀνὰ μέσον τοῦ ἀδελφοῦ αὐτοῦ	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	6	7	cn1	οὖν	coordinating	inference	C1	ἤδη μὲν οὖν ὅλως ἥττημα ὑμῖν ==ἐστιν== ὅτι κρίματα	1corintios 6:6	C1	ἀλλὰ ἀδελφὸς μετὰ ἀδελφοῦ ==κρίνεται== καὶ τοῦτο ἐπὶ ἀπίστων	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	6	8	cn1	ἀλλὰ	coordinating	contrast	C1	ἀλλὰ ὑμεῖς ==ἀδικεῖτε==	1corintios 6:7	C4	==ἀποστερεῖσθε==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	6	9	cn1	ἢ	coordinating	alternative/comparison	C1	ἢ οὐκ ==οἴδατε== ὅτι ἄδικοι θεοῦ βασιλείαν	1corintios 6:8	C2	καὶ ==ἀποστερεῖτε== καὶ τοῦτο ἀδελφούς	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	10	cn1	οὔτε	coordinating	negative coordination	C1	οὔτε κλέπται οὔτε πλεονέκται οὐ μέθυσοι οὐ λοίδοροι οὐχ ἅρπαγες βασιλείαν θεοῦ ==κληρονομήσουσιν==	1corintios 6:9	C3	μὴ ==πλανᾶσθε== οὔτε πόρνοι οὔτε εἰδωλολάτραι οὔτε μοιχοὶ οὔτε μαλακοὶ οὔτε ἀρσενοκοῖται	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	10	cn2	οὔτε	coordinating	negative coordination	C1	οὔτε κλέπται οὔτε πλεονέκται οὐ μέθυσοι οὐ λοίδοροι οὐχ ἅρπαγες βασιλείαν θεοῦ ==κληρονομήσουσιν==	1corintios 6:9	C3	μὴ ==πλανᾶσθε== οὔτε πόρνοι οὔτε εἰδωλολάτραι οὔτε μοιχοὶ οὔτε μαλακοὶ οὔτε ἀρσενοκοῖται	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	11	cn1	καὶ	coordinating	coordination	C1	καὶ ταῦτά τινες ==ἦτε==	1corintios 6:10	C1	οὔτε κλέπται οὔτε πλεονέκται οὐ μέθυσοι οὐ λοίδοροι οὐχ ἅρπαγες βασιλείαν θεοῦ ==κληρονομήσουσιν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	13	cn1	καὶ	coordinating	coordination	C1	τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι	1corintios 6:12	C4	==ἐξουσιασθήσομαι== ὑπό τινος	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	13	cn2	δὲ	coordinating	coordination	C1	τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι	1corintios 6:12	C4	==ἐξουσιασθήσομαι== ὑπό τινος	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	13	cn3	καὶ	coordinating	coordination	C1	τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι	1corintios 6:12	C4	==ἐξουσιασθήσομαι== ὑπό τινος	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	13	cn4	καὶ	coordinating	coordination	C1	τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι	1corintios 6:12	C4	==ἐξουσιασθήσομαι== ὑπό τινος	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	14	cn1	δὲ	coordinating	coordination	C1	ὁ δὲ θεὸς καὶ τὸν κύριον ==ἤγειρεν== καὶ ἡμᾶς	1corintios 6:13	C1	τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	14	cn2	καὶ	coordinating	coordination	C1	ὁ δὲ θεὸς καὶ τὸν κύριον ==ἤγειρεν== καὶ ἡμᾶς	1corintios 6:13	C1	τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	16	cn1	ἢ	coordinating	alternative/comparison	C1	ἢ οὐκ ==οἴδατε== ὅτι ὁ κολλώμενος τῇ πόρνῃ ἓν σῶμά	1corintios 6:15	C3	==ποιήσω== πόρνης μέλη μὴ γένοιτο	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	17	cn1	δὲ	coordinating	coordination	C1	ὁ δὲ κολλώμενος τῷ κυρίῳ ἓν πνεῦμά ==ἐστιν==	1corintios 6:16	C4	==φησίν== οἱ δύο εἰς σάρκα μίαν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	6	19	cn1	ἢ	coordinating	alternative/comparison	C1	ἢ οὐκ ==οἴδατε== ὅτι τὸ σῶμα ὑμῶν ναὸς τοῦ ἐν ὑμῖν ἁγίου πνεύματός	1corintios 6:18	C4	==ἁμαρτάνει==	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	1	cn1	δὲ	coordinating	coordination	C1	περὶ δὲ ὧν ==ἐγράψατε== καλὸν ἀνθρώπῳ γυναικὸς μὴ ἅπτεσθαι	1corintios 6:20	C2	==δοξάσατε== δὴ τὸν θεὸν ἐν τῷ σώματι ὑμῶν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	2	cn1	δὲ	coordinating	coordination	C1	διὰ δὲ τὰς πορνείας ἕκαστος τὴν ἑαυτοῦ γυναῖκα ==ἐχέτω== καὶ ἑκάστη τὸν ἴδιον ἄνδρα	1corintios 7:1	C1	περὶ δὲ ὧν ==ἐγράψατε== καλὸν ἀνθρώπῳ γυναικὸς μὴ ἅπτεσθαι	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	6	cn1	δὲ	coordinating	coordination	C1	Τοῦτο δὲ ==λέγω== κατὰ συγγνώμην οὐ κατʼ ἐπιταγήν	1corintios 7:5	C4	ἵνα μὴ ==πειράζῃ== ὑμᾶς ὁ σατανᾶς διὰ τὴν ἀκρασίαν ὑμῶν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	9	cn1	εἰ	subordinating	condition	C1	εἰ δὲ οὐκ ==ἐγκρατεύονται==	1corintios 7:8	C2	ἐὰν ==μείνωσιν== ὡς κἀγώ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	7	9	cn2	δὲ	coordinating	coordination	C1	εἰ δὲ οὐκ ==ἐγκρατεύονται==	1corintios 7:8	C2	ἐὰν ==μείνωσιν== ὡς κἀγώ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	10	cn1	δὲ	coordinating	coordination	C1	τοῖς δὲ γεγαμηκόσιν ==παραγγέλλω== οὐκ ἐγὼ ἀλλὰ ὁ κύριος γυναῖκα ἀπὸ ἀνδρὸς μὴ χωρισθῆναι—	1corintios 7:9	C3	==ἐστιν== γαμῆσαι ἢ πυροῦσθαι	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	11	cn1	ἐὰν	subordinating	condition	C1	ἐὰν δὲ καὶ ==χωρισθῇ==	1corintios 7:10	C1	τοῖς δὲ γεγαμηκόσιν ==παραγγέλλω== οὐκ ἐγὼ ἀλλὰ ὁ κύριος γυναῖκα ἀπὸ ἀνδρὸς μὴ χωρισθῆναι—	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	7	11	cn2	δὲ	coordinating	coordination	C1	ἐὰν δὲ καὶ ==χωρισθῇ==	1corintios 7:10	C1	τοῖς δὲ γεγαμηκόσιν ==παραγγέλλω== οὐκ ἐγὼ ἀλλὰ ὁ κύριος γυναῖκα ἀπὸ ἀνδρὸς μὴ χωρισθῆναι—	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	11	cn3	καὶ	coordinating	coordination	C1	ἐὰν δὲ καὶ ==χωρισθῇ==	1corintios 7:10	C1	τοῖς δὲ γεγαμηκόσιν ==παραγγέλλω== οὐκ ἐγὼ ἀλλὰ ὁ κύριος γυναῖκα ἀπὸ ἀνδρὸς μὴ χωρισθῆναι—	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	12	cn1	δὲ	coordinating	coordination	C1	Τοῖς δὲ λοιποῖς ==λέγω== ἐγώ οὐχ ὁ κύριος εἴ τις ἀδελφὸς γυναῖκα	1corintios 7:11	C3	==καταλλαγήτω—== καὶ ἄνδρα γυναῖκα μὴ ἀφιέναι	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	13	cn1	καὶ	coordinating	coordination	C1	καὶ γυνὴ εἴ τις ==ἔχει== ἄνδρα ἄπιστον καὶ οὗτος	1corintios 7:12	C4	μὴ ==ἀφιέτω== αὐτήν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	13	cn2	εἴ	subordinating	condition	C1	καὶ γυνὴ εἴ τις ==ἔχει== ἄνδρα ἄπιστον καὶ οὗτος	1corintios 7:12	C4	μὴ ==ἀφιέτω== αὐτήν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	7	15	cn1	εἰ	subordinating	condition	C1	εἰ δὲ ὁ ἄπιστος ==χωρίζεται==	1corintios 7:14	C4	==ἐστιν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	7	15	cn2	δὲ	coordinating	coordination	C1	εἰ δὲ ὁ ἄπιστος ==χωρίζεται==	1corintios 7:14	C4	==ἐστιν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	16	cn1	γὰρ	coordinating	cause/ground	C1	τί γὰρ ==οἶδας== γύναι εἰ τὸν ἄνδρα	1corintios 7:15	C4	==κέκληκεν== ἡμᾶς ὁ θεός	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	7	17	cn1	εἰ	subordinating	condition	C1	εἰ μὴ ἑκάστῳ ὡς ==ἐμέρισεν== ὁ κύριος ἕκαστον	1corintios 7:16	C4	==σώσεις==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	7	17	cn3	ὡς	subordinating	comparison/manner	C1	εἰ μὴ ἑκάστῳ ὡς ==ἐμέρισεν== ὁ κύριος ἕκαστον	1corintios 7:16	C4	==σώσεις==	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	7	22	cn1	γὰρ	coordinating	cause/ground	C1	ὁ γὰρ ἐν κυρίῳ κληθεὶς δοῦλος ἀπελεύθερος κυρίου ==ἐστίν== ὁμοίως ὁ ἐλεύθερος κληθεὶς δοῦλός	1corintios 7:21	C4	==χρῆσαι==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	7	25	cn1	δὲ	coordinating	coordination	C1	περὶ δὲ τῶν παρθένων ἐπιταγὴν κυρίου οὐκ ==ἔχω== γνώμην	1corintios 7:24	C2	==μενέτω== παρὰ θεῷ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
