BOOK	CH	VS	CLAUSE_ID	FINITE_GREEK	NODE_TYPE	PARENT_CLAUSE	RELATIONSHIP_TYPE	TREE_DEPTH	OWNERSHIP_CONFIDENCE	TREE_STATUS	SPAN_TEXT	NOTES
1corintios	5	7	C4	ἐτύθη	leaf	C3	coordinate	3	medium	suggested	==ἐτύθη== χριστός	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	5	8	C1	ἑορτάζωμεν	root-or-unresolved			0		unresolved-root	ὥστε ==ἑορτάζωμεν== μὴ ἐν ζύμῃ παλαιᾷ μηδὲ ἐν ζύμῃ κακίας καὶ πονηρίας ἀλλʼ ἐν ἀζύμοις εἰλικρινείας καὶ ἀληθείας	no ownership relationship resolved
1corintios	5	9	C1	ἔγραψα	root-or-unresolved			0		unresolved-root	==ἔγραψα== ὑμῖν ἐν τῇ ἐπιστολῇ μὴ συναναμίγνυσθαι πόρνοις	no ownership relationship resolved
1corintios	5	10	C1	ὠφείλετε	root-or-unresolved			0		unresolved-root	οὐ πάντως τοῖς πόρνοις τοῦ κόσμου τούτου ἢ τοῖς πλεονέκταις καὶ ἅρπαξιν ἢ εἰδωλολάτραις ἐπεὶ ==ὠφείλετε== ἄρα ἐκ τοῦ κόσμου ἐξελθεῖν	no ownership relationship resolved
1corintios	5	11	C1	ἔγραψα	root-parent			0		unresolved-root	νῦν δὲ ==ἔγραψα== ὑμῖν μὴ συναναμίγνυσθαι ἐάν τις ἀδελφὸς ὀνομαζόμενος	no ownership relationship resolved
1corintios	5	11	C2	ᾖ	leaf	C1	subordinate	1	medium	suggested	==ᾖ== πόρνος ἢ πλεονέκτης ἢ εἰδωλολάτρης ἢ λοίδορος ἢ μέθυσος ἢ ἅρπαξ τῷ τοιούτῳ μηδὲ συνεσθίειν	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	5	12	C1	κρίνετε	root-or-unresolved			0		unresolved-root	τί γάρ μοι τοὺς ἔξω κρίνειν οὐχὶ τοὺς ἔσω ὑμεῖς ==κρίνετε==	no ownership relationship resolved
1corintios	5	13	C1	κρίνει;	root-or-unresolved			0		unresolved-root	τοὺς δὲ ἔξω ὁ θεὸς ==κρίνει;==	no ownership relationship resolved
1corintios	5	13	C2	ἐξάρατε	root-or-unresolved			0		unresolved-root	==ἐξάρατε== τὸν πονηρὸν ἐξ ὑμῶν αὐτῶν	no ownership relationship resolved
1corintios	6	1	C1	τολμᾷ	root-or-unresolved			0		unresolved-root	==τολμᾷ== τις ὑμῶν πρᾶγμα ἔχων πρὸς τὸν ἕτερον κρίνεσθαι ἐπὶ τῶν ἀδίκων καὶ οὐχὶ ἐπὶ τῶν ἁγίων	no ownership relationship resolved
1corintios	6	2	C1	οἴδατε	root-parent			0		unresolved-root	ἢ οὐκ ==οἴδατε== ὅτι οἱ ἅγιοι τὸν κόσμον	no ownership relationship resolved
1corintios	6	2	C2	κρινοῦσιν	internal-node	C1	subordinate	1	medium	suggested	==κρινοῦσιν== καὶ εἰ ἐν ὑμῖν	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	2	C3	κρίνεται	leaf	C2	coordinate	2	medium	suggested	==κρίνεται== ὁ κόσμος ἀνάξιοί	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	2	C4	ἐστε	root-or-unresolved			0		unresolved-root	==ἐστε== κριτηρίων ἐλαχίστων	no ownership relationship resolved
1corintios	6	3	C1	οἴδατε	root-parent			0		unresolved-root	οὐκ ==οἴδατε== ὅτι ἀγγέλους	no ownership relationship resolved
1corintios	6	3	C2	κρινοῦμεν	leaf	C1	subordinate	1	medium	suggested	==κρινοῦμεν== μήτιγε βιωτικά	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	4	C1	ἔχητε	root-or-unresolved			0		unresolved-root	βιωτικὰ μὲν οὖν κριτήρια ἐὰν ==ἔχητε== τοὺς ἐξουθενημένους ἐν τῇ ἐκκλησίᾳ τούτους	no ownership relationship resolved
1corintios	6	4	C2	καθίζετε	root-or-unresolved			0		unresolved-root	==καθίζετε==	no ownership relationship resolved
1corintios	6	5	C1	λέγω	root-or-unresolved			0		unresolved-root	πρὸς ἐντροπὴν ὑμῖν ==λέγω== οὕτως	no ownership relationship resolved
1corintios	6	5	C2	ἔνι	root-or-unresolved			0		unresolved-root	οὐκ ==ἔνι== ἐν ὑμῖν οὐδεὶς σοφὸς ὃς	no ownership relationship resolved
1corintios	6	5	C3	δυνήσεται	root-or-unresolved			0		unresolved-root	==δυνήσεται== διακρῖναι ἀνὰ μέσον τοῦ ἀδελφοῦ αὐτοῦ	no ownership relationship resolved
1corintios	6	6	C1	κρίνεται	root-or-unresolved			0		unresolved-root	ἀλλὰ ἀδελφὸς μετὰ ἀδελφοῦ ==κρίνεται== καὶ τοῦτο ἐπὶ ἀπίστων	no ownership relationship resolved
1corintios	6	7	C1	ἐστιν	root-parent			0		unresolved-root	ἤδη μὲν οὖν ὅλως ἥττημα ὑμῖν ==ἐστιν== ὅτι κρίματα	no ownership relationship resolved
1corintios	6	7	C2	ἔχετε	leaf	C1	subordinate	1	medium	suggested	==ἔχετε== μεθʼ ἑαυτῶν διὰ τί οὐχὶ μᾶλλον	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	7	C3	ἀδικεῖσθε	root-or-unresolved			0		unresolved-root	==ἀδικεῖσθε== διὰ τί οὐχὶ μᾶλλον	no ownership relationship resolved
1corintios	6	7	C4	ἀποστερεῖσθε	root-or-unresolved			0		unresolved-root	==ἀποστερεῖσθε==	no ownership relationship resolved
1corintios	6	8	C1	ἀδικεῖτε	root-parent			0		unresolved-root	ἀλλὰ ὑμεῖς ==ἀδικεῖτε==	no ownership relationship resolved
1corintios	6	8	C2	ἀποστερεῖτε	leaf	C1	coordinate	1	medium	suggested	καὶ ==ἀποστερεῖτε== καὶ τοῦτο ἀδελφούς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	9	C1	οἴδατε	root-parent			0		unresolved-root	ἢ οὐκ ==οἴδατε== ὅτι ἄδικοι θεοῦ βασιλείαν	no ownership relationship resolved
1corintios	6	9	C2	κληρονομήσουσιν	leaf	C1	subordinate	1	medium	suggested	οὐ ==κληρονομήσουσιν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	9	C3	πλανᾶσθε	root-or-unresolved			0		unresolved-root	μὴ ==πλανᾶσθε== οὔτε πόρνοι οὔτε εἰδωλολάτραι οὔτε μοιχοὶ οὔτε μαλακοὶ οὔτε ἀρσενοκοῖται	no ownership relationship resolved
1corintios	6	10	C1	κληρονομήσουσιν	root-or-unresolved			0		unresolved-root	οὔτε κλέπται οὔτε πλεονέκται οὐ μέθυσοι οὐ λοίδοροι οὐχ ἅρπαγες βασιλείαν θεοῦ ==κληρονομήσουσιν==	no ownership relationship resolved
1corintios	6	11	C1	ἦτε	root-parent			0		unresolved-root	καὶ ταῦτά τινες ==ἦτε==	no ownership relationship resolved
1corintios	6	11	C2	ἀπελούσασθε	internal-node	C1	coordinate	1	medium	suggested	ἀλλὰ ==ἀπελούσασθε==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	11	C3	ἡγιάσθητε	internal-node	C2	coordinate	2	medium	suggested	ἀλλὰ ==ἡγιάσθητε==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	11	C4	ἐδικαιώθητε	leaf	C3	coordinate	3	medium	suggested	ἀλλὰ ==ἐδικαιώθητε== ἐν τῷ ὀνόματι τοῦ κυρίου ἰησοῦ καὶ ἐν τῷ πνεύματι τοῦ θεοῦ ἡμῶν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	12	C1	ἔξεστιν	root-parent			0		unresolved-root	πάντα μοι ==ἔξεστιν== ἀλλʼ οὐ πάντα	no ownership relationship resolved
1corintios	6	12	C2	συμφέρει	leaf	C1	coordinate	1	medium	suggested	==συμφέρει== πάντα μοι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	12	C3	ἔξεστιν	root-parent			0		unresolved-root	==ἔξεστιν== ἀλλʼ οὐκ ἐγὼ	no ownership relationship resolved
1corintios	6	12	C4	ἐξουσιασθήσομαι	leaf	C3	coordinate	1	medium	suggested	==ἐξουσιασθήσομαι== ὑπό τινος	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	13	C1	καταργήσει	root-or-unresolved			0		unresolved-root	τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι	no ownership relationship resolved
1corintios	6	14	C1	ἤγειρεν	root-parent			0		unresolved-root	ὁ δὲ θεὸς καὶ τὸν κύριον ==ἤγειρεν== καὶ ἡμᾶς	no ownership relationship resolved
1corintios	6	14	C2	ἐξεγερεῖ	leaf	C1	coordinate	1	medium	suggested	==ἐξεγερεῖ== διὰ τῆς δυνάμεως αὐτοῦ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	15	C1	οἴδατε	root-parent			0		unresolved-root	οὐκ ==οἴδατε== ὅτι τὰ σώματα ὑμῶν μέλη χριστοῦ	no ownership relationship resolved
1corintios	6	15	C2	ἐστιν	internal-node	C1	subordinate	1	medium	suggested	==ἐστιν== ἄρας οὖν τὰ μέλη τοῦ χριστοῦ	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	15	C3	ποιήσω	leaf	C2	coordinate	2	medium	suggested	==ποιήσω== πόρνης μέλη μὴ γένοιτο	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	16	C1	οἴδατε	root-parent			0		unresolved-root	ἢ οὐκ ==οἴδατε== ὅτι ὁ κολλώμενος τῇ πόρνῃ ἓν σῶμά	no ownership relationship resolved
1corintios	6	16	C2	ἐστιν	leaf	C1	subordinate	1	medium	suggested	==ἐστιν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	16	C3	ἔσονται	root-parent			0		unresolved-root	==ἔσονται== γάρ	no ownership relationship resolved
1corintios	6	16	C4	φησίν	leaf	C3	subordinate	1	medium	suggested	==φησίν== οἱ δύο εἰς σάρκα μίαν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	17	C1	ἐστιν	root-or-unresolved			0		unresolved-root	ὁ δὲ κολλώμενος τῷ κυρίῳ ἓν πνεῦμά ==ἐστιν==	no ownership relationship resolved
1corintios	6	18	C1	φεύγετε	root-parent			0		unresolved-root	==φεύγετε== τὴν πορνείαν πᾶν ἁμάρτημα ὃ	no ownership relationship resolved
1corintios	6	18	C2	ποιήσῃ	leaf	C1	subordinate	1	medium	suggested	ἐὰν ==ποιήσῃ== ἄνθρωπος ἐκτὸς τοῦ σώματός	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	18	C3	ἐστιν	root-parent			0		unresolved-root	==ἐστιν== ὁ δὲ πορνεύων εἰς τὸ ἴδιον σῶμα	no ownership relationship resolved
1corintios	6	18	C4	ἁμαρτάνει	leaf	C3	coordinate	1	medium	suggested	==ἁμαρτάνει==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	19	C1	οἴδατε	root-parent			0		unresolved-root	ἢ οὐκ ==οἴδατε== ὅτι τὸ σῶμα ὑμῶν ναὸς τοῦ ἐν ὑμῖν ἁγίου πνεύματός	no ownership relationship resolved
1corintios	6	19	C2	ἐστιν	leaf	C1	subordinate	1	medium	suggested	==ἐστιν== οὗ	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	19	C3	ἔχετε	root-parent			0		unresolved-root	==ἔχετε== ἀπὸ θεοῦ;	no ownership relationship resolved
1corintios	6	19	C4	ἐστὲ	leaf	C3	coordinate	1	medium	suggested	καὶ οὐκ ==ἐστὲ== ἑαυτῶν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	20	C1	ἠγοράσθητε	root-parent			0		unresolved-root	==ἠγοράσθητε== γὰρ τιμῆς	no ownership relationship resolved
1corintios	6	20	C2	δοξάσατε	leaf	C1	subordinate	1	medium	suggested	==δοξάσατε== δὴ τὸν θεὸν ἐν τῷ σώματι ὑμῶν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	1	C1	ἐγράψατε	root-or-unresolved			0		unresolved-root	περὶ δὲ ὧν ==ἐγράψατε== καλὸν ἀνθρώπῳ γυναικὸς μὴ ἅπτεσθαι	no ownership relationship resolved
1corintios	7	2	C1	ἐχέτω	root-parent			0		unresolved-root	διὰ δὲ τὰς πορνείας ἕκαστος τὴν ἑαυτοῦ γυναῖκα ==ἐχέτω== καὶ ἑκάστη τὸν ἴδιον ἄνδρα	no ownership relationship resolved
1corintios	7	2	C2	ἐχέτω	leaf	C1	coordinate	1	medium	suggested	==ἐχέτω==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	3	C1	ἀποδιδότω	root-or-unresolved			0		unresolved-root	τῇ γυναικὶ ὁ ἀνὴρ τὴν ὀφειλὴν ==ἀποδιδότω== ὁμοίως δὲ καὶ ἡ γυνὴ τῷ ἀνδρί	no ownership relationship resolved
1corintios	7	4	C1	ἐξουσιάζει	root-parent			0		unresolved-root	ἡ γυνὴ τοῦ ἰδίου σώματος οὐκ ==ἐξουσιάζει== ἀλλὰ ὁ ἀνήρ ὁμοίως δὲ καὶ ὁ ἀνὴρ τοῦ ἰδίου σώματος	no ownership relationship resolved
1corintios	7	4	C2	ἐξουσιάζει	leaf	C1	coordinate	1	medium	suggested	οὐκ ==ἐξουσιάζει== ἀλλὰ ἡ γυνή	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	5	C1	ἀποστερεῖτε	root-parent			0		unresolved-root	μὴ ==ἀποστερεῖτε== ἀλλήλους εἰ μήτι ἂν ἐκ συμφώνου πρὸς καιρὸν	no ownership relationship resolved
1corintios	7	5	C2	σχολάσητε	internal-node	C1	subordinate	1	medium	suggested	ἵνα ==σχολάσητε== τῇ προσευχῇ καὶ πάλιν ἐπὶ τὸ αὐτὸ	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	5	C3	ἦτε	internal-node	C2	coordinate	2	medium	suggested	==ἦτε==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	5	C4	πειράζῃ	leaf	C3	subordinate	3	medium	suggested	ἵνα μὴ ==πειράζῃ== ὑμᾶς ὁ σατανᾶς διὰ τὴν ἀκρασίαν ὑμῶν	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	6	C1	λέγω	root-or-unresolved			0		unresolved-root	Τοῦτο δὲ ==λέγω== κατὰ συγγνώμην οὐ κατʼ ἐπιταγήν	no ownership relationship resolved
1corintios	7	7	C1	θέλω	root-parent			0		unresolved-root	==θέλω== δὲ πάντας ἀνθρώπους εἶναι ὡς καὶ ἐμαυτόν ἀλλὰ ἕκαστος ἴδιον	no ownership relationship resolved
1corintios	7	7	C2	ἔχει	leaf	C1	coordinate	1	medium	suggested	==ἔχει== χάρισμα ἐκ θεοῦ ὁ μὲν οὕτως ⸁ὁ δὲ οὕτως	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	8	C1	λέγω	root-parent			0		unresolved-root	==λέγω== δὲ τοῖς ἀγάμοις καὶ ταῖς χήραις καλὸν αὐτοῖς	no ownership relationship resolved
1corintios	7	8	C2	μείνωσιν	leaf	C1	coordinate	1	medium	suggested	ἐὰν ==μείνωσιν== ὡς κἀγώ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	9	C1	ἐγκρατεύονται	root-or-unresolved			0		unresolved-root	εἰ δὲ οὐκ ==ἐγκρατεύονται==	no ownership relationship resolved
1corintios	7	9	C2	γαμησάτωσαν	root-parent			0		unresolved-root	==γαμησάτωσαν== κρεῖττον γάρ	no ownership relationship resolved
1corintios	7	9	C3	ἐστιν	leaf	C2	subordinate	1	medium	suggested	==ἐστιν== γαμῆσαι ἢ πυροῦσθαι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	10	C1	παραγγέλλω	root-or-unresolved			0		unresolved-root	τοῖς δὲ γεγαμηκόσιν ==παραγγέλλω== οὐκ ἐγὼ ἀλλὰ ὁ κύριος γυναῖκα ἀπὸ ἀνδρὸς μὴ χωρισθῆναι—	no ownership relationship resolved
1corintios	7	11	C1	χωρισθῇ	root-or-unresolved			0		unresolved-root	ἐὰν δὲ καὶ ==χωρισθῇ==	no ownership relationship resolved
1corintios	7	11	C2	μενέτω	root-parent			0		unresolved-root	==μενέτω== ἄγαμος ἢ τῷ ἀνδρὶ	no ownership relationship resolved
1corintios	7	11	C3	καταλλαγήτω—	leaf	C2	coordinate	1	medium	suggested	==καταλλαγήτω—== καὶ ἄνδρα γυναῖκα μὴ ἀφιέναι	context-sensitive function; keep as suggested; coordinating connector between finite clauses; source and target clauses available
1corintios	7	12	C1	λέγω	root-parent			0		unresolved-root	Τοῖς δὲ λοιποῖς ==λέγω== ἐγώ οὐχ ὁ κύριος εἴ τις ἀδελφὸς γυναῖκα	no ownership relationship resolved
1corintios	7	12	C2	ἔχει	internal-node	C1	subordinate	1	medium	suggested	==ἔχει== ἄπιστον καὶ αὕτη	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	12	C3	συνευδοκεῖ	leaf	C2	coordinate	2	medium	suggested	==συνευδοκεῖ== οἰκεῖν μετʼ αὐτοῦ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	12	C4	ἀφιέτω	root-or-unresolved			0		unresolved-root	μὴ ==ἀφιέτω== αὐτήν	no ownership relationship resolved
1corintios	7	13	C1	ἔχει	root-parent			0		unresolved-root	καὶ γυνὴ εἴ τις ==ἔχει== ἄνδρα ἄπιστον καὶ οὗτος	no ownership relationship resolved
1corintios	7	13	C2	συνευδοκεῖ	leaf	C1	coordinate	1	medium	suggested	==συνευδοκεῖ== οἰκεῖν μετʼ αὐτῆς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	13	C3	ἀφιέτω	root-or-unresolved			0		unresolved-root	μὴ ==ἀφιέτω== τὸν ἄνδρα	no ownership relationship resolved
1corintios	7	14	C1	ἡγίασται	root-parent			0		unresolved-root	==ἡγίασται== γὰρ ὁ ἀνὴρ ὁ ἄπιστος ἐν τῇ γυναικί	no ownership relationship resolved
1corintios	7	14	C2	ἡγίασται	internal-node	C1	subordinate	1	medium	suggested	καὶ ==ἡγίασται== ἡ γυνὴ ἡ ἄπιστος ἐν τῷ ἀδελφῷ ἐπεὶ ἄρα τὰ τέκνα ὑμῶν ἀκάθαρτά	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	14	C3	ἐστιν	internal-node	C2	subordinate	2	medium	suggested	==ἐστιν== νῦν δὲ ἅγιά	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	14	C4	ἐστιν	leaf	C3	coordinate	3	medium	suggested	==ἐστιν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	15	C1	χωρίζεται	root-or-unresolved			0		unresolved-root	εἰ δὲ ὁ ἄπιστος ==χωρίζεται==	no ownership relationship resolved
1corintios	7	15	C2	χωριζέσθω	root-or-unresolved			0		unresolved-root	==χωριζέσθω==	no ownership relationship resolved
1corintios	7	15	C3	δεδούλωται	root-parent			0		unresolved-root	οὐ ==δεδούλωται== ὁ ἀδελφὸς ἢ ἡ ἀδελφὴ ἐν τοῖς τοιούτοις ἐν δὲ εἰρήνῃ	no ownership relationship resolved
1corintios	7	15	C4	κέκληκεν	leaf	C3	coordinate	1	medium	suggested	==κέκληκεν== ἡμᾶς ὁ θεός	context-sensitive function; keep as suggested; coordinating connector between finite clauses; source and target clauses available
1corintios	7	16	C1	οἶδας	root-parent			0		unresolved-root	τί γὰρ ==οἶδας== γύναι εἰ τὸν ἄνδρα	no ownership relationship resolved
1corintios	7	16	C2	σώσεις	internal-node	C1	subordinate	1	medium	suggested	==σώσεις== ἢ τί	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	16	C3	οἶδας	internal-node	C2	coordinate	2	medium	suggested	==οἶδας== ἄνερ εἰ τὴν γυναῖκα	context-sensitive function; keep as suggested; coordinating connector between finite clauses; source and target clauses available
1corintios	7	16	C4	σώσεις	leaf	C3	subordinate	3	medium	suggested	==σώσεις==	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	17	C1	ἐμέρισεν	root-parent			0		unresolved-root	εἰ μὴ ἑκάστῳ ὡς ==ἐμέρισεν== ὁ κύριος ἕκαστον	no ownership relationship resolved
1corintios	7	17	C2	κέκληκεν	leaf	C1	subordinate	1	medium	suggested	ὡς ==κέκληκεν== ὁ θεός οὕτως	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	17	C3	περιπατείτω	root-parent			0		unresolved-root	==περιπατείτω== καὶ οὕτως ἐν ταῖς ἐκκλησίαις πάσαις	no ownership relationship resolved
1corintios	7	17	C4	διατάσσομαι	leaf	C3	coordinate	1	medium	suggested	==διατάσσομαι==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	18	C1	ἐκλήθη;	root-or-unresolved			0		unresolved-root	περιτετμημένος τις ==ἐκλήθη;==	no ownership relationship resolved
1corintios	7	18	C2	ἐπισπάσθω	root-or-unresolved			0		unresolved-root	μὴ ==ἐπισπάσθω== ἐν ἀκροβυστίᾳ	no ownership relationship resolved
1corintios	7	18	C3	κέκληταί	root-or-unresolved			0		unresolved-root	==κέκληταί== τις;	no ownership relationship resolved
1corintios	7	18	C4	περιτεμνέσθω	root-or-unresolved			0		unresolved-root	μὴ ==περιτεμνέσθω==	no ownership relationship resolved
1corintios	7	19	C1	ἐστιν	root-parent			0		unresolved-root	ἡ περιτομὴ οὐδέν ==ἐστιν== καὶ ἡ ἀκροβυστία οὐδέν	no ownership relationship resolved
1corintios	7	19	C2	ἐστιν	leaf	C1	coordinate	1	medium	suggested	==ἐστιν== ἀλλὰ τήρησις ἐντολῶν θεοῦ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	20	C1	ἐκλήθη	root-or-unresolved			0		unresolved-root	ἕκαστος ἐν τῇ κλήσει ᾗ ==ἐκλήθη== ἐν ταύτῃ	no ownership relationship resolved
1corintios	7	20	C2	μενέτω	root-or-unresolved			0		unresolved-root	==μενέτω==	no ownership relationship resolved
1corintios	7	21	C1	ἐκλήθης;	root-or-unresolved			0		unresolved-root	δοῦλος ==ἐκλήθης;== μή σοι	no ownership relationship resolved
1corintios	7	21	C2	μελέτω	root-parent			0		unresolved-root	==μελέτω== ἀλλʼ	no ownership relationship resolved
1corintios	7	21	C3	δύνασαι	leaf	C2	coordinate	1	medium	suggested	εἰ καὶ ==δύνασαι== ἐλεύθερος γενέσθαι μᾶλλον	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	21	C4	χρῆσαι	root-or-unresolved			0		unresolved-root	==χρῆσαι==	no ownership relationship resolved
1corintios	7	22	C1	ἐστίν	root-or-unresolved			0		unresolved-root	ὁ γὰρ ἐν κυρίῳ κληθεὶς δοῦλος ἀπελεύθερος κυρίου ==ἐστίν== ὁμοίως ὁ ἐλεύθερος κληθεὶς δοῦλός	no ownership relationship resolved
1corintios	7	22	C2	ἐστιν	root-or-unresolved			0		unresolved-root	==ἐστιν== Χριστοῦ	no ownership relationship resolved
1corintios	7	23	C1	ἠγοράσθητε	root-or-unresolved			0		unresolved-root	τιμῆς ==ἠγοράσθητε==	no ownership relationship resolved
1corintios	7	23	C2	γίνεσθε	root-or-unresolved			0		unresolved-root	μὴ ==γίνεσθε== δοῦλοι ἀνθρώπων	no ownership relationship resolved
1corintios	7	24	C1	ἐκλήθη	root-or-unresolved			0		unresolved-root	ἕκαστος ἐν ᾧ ==ἐκλήθη== ἀδελφοί ἐν τούτῳ	no ownership relationship resolved
1corintios	7	24	C2	μενέτω	root-or-unresolved			0		unresolved-root	==μενέτω== παρὰ θεῷ	no ownership relationship resolved
1corintios	7	25	C1	ἔχω	root-parent			0		unresolved-root	περὶ δὲ τῶν παρθένων ἐπιταγὴν κυρίου οὐκ ==ἔχω== γνώμην	no ownership relationship resolved
1corintios	7	25	C2	δίδωμι	leaf	C1	coordinate	1	medium	suggested	δὲ ==δίδωμι== ὡς ἠλεημένος ὑπὸ κυρίου πιστὸς εἶναι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	26	C1	νομίζω	root-or-unresolved			0		unresolved-root	==νομίζω== οὖν τοῦτο καλὸν ὑπάρχειν διὰ τὴν ἐνεστῶσαν ἀνάγκην ὅτι καλὸν ἀνθρώπῳ τὸ οὕτως εἶναι	no ownership relationship resolved
1corintios	7	27	C1	δέδεσαι	root-or-unresolved			0		unresolved-root	==δέδεσαι== γυναικί;	no ownership relationship resolved
1corintios	7	27	C2	ζήτει	root-or-unresolved			0		unresolved-root	μὴ ==ζήτει== λύσιν	no ownership relationship resolved
1corintios	7	27	C3	λέλυσαι	root-or-unresolved			0		unresolved-root	==λέλυσαι== ἀπὸ γυναικός;	no ownership relationship resolved
1corintios	7	27	C4	ζήτει	root-or-unresolved			0		unresolved-root	μὴ ==ζήτει== γυναῖκα	no ownership relationship resolved
1corintios	7	28	C1	γαμήσῃς	root-or-unresolved			0		unresolved-root	ἐὰν δὲ καὶ ==γαμήσῃς==	no ownership relationship resolved
1corintios	7	28	C2	ἥμαρτες	root-parent			0		unresolved-root	οὐχ ==ἥμαρτες== καὶ	no ownership relationship resolved
1corintios	7	28	C3	γήμῃ	leaf	C2	coordinate	1	medium	suggested	ἐὰν ==γήμῃ== ἡ παρθένος	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	28	C4	ἥμαρτεν	root-parent			0		unresolved-root	οὐχ ==ἥμαρτεν== θλῖψιν δὲ τῇ σαρκὶ	no ownership relationship resolved
1corintios	7	28	C5	ἕξουσιν	internal-node	C4	coordinate	1	medium	suggested	==ἕξουσιν== οἱ τοιοῦτοι ἐγὼ δὲ ὑμῶν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	28	C6	φείδομαι	leaf	C5	coordinate	2	medium	suggested	==φείδομαι==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	29	C1	φημι	root-or-unresolved			0		unresolved-root	τοῦτο δέ ==φημι== ἀδελφοί ὁ καιρὸς συνεσταλμένος	no ownership relationship resolved
1corintios	7	29	C2	ἐστίν	root-parent			0		unresolved-root	==ἐστίν== τὸ λοιπὸν ἵνα καὶ οἱ ἔχοντες γυναῖκας ὡς μὴ ἔχοντες	no ownership relationship resolved
1corintios	7	29	C3	ὦσιν	leaf	C2	subordinate	1	medium	suggested	==ὦσιν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	31	C1	παράγει	root-or-unresolved			0		unresolved-root	καὶ οἱ χρώμενοι τὸν κόσμον ὡς μὴ καταχρώμενοι ==παράγει== γὰρ τὸ σχῆμα τοῦ κόσμου τούτου	no ownership relationship resolved
