greek_span	nbla_span	count	first_seen	last_seen	alignment_types
πίστις	otro	1	1corintios 12:9	1corintios 12:9	direct
παιδία	sean	1	1corintios 14:20	1corintios 14:20	direct
παιδαγωγοὺς	maestros	1	1cor 4:15	1cor 4:15	direct
παιδευόμεθα	nos	1	1corintios 11:32	1corintios 11:32	direct
παλαιὰν	vieja	1	1cor 5:7	1cor 5:7	direct
παλαιᾷ	vieja	1	1cor 5:8	1cor 5:8	direct
πανουργίᾳ	astucia	1	1cor 3:19	1cor 3:19	direct
πανταχοῦ	en todas partes	1	1cor 4:17	1cor 4:17	expanded
παντὶ	cualquier	1	1cor 1:2	1cor 1:2	expanded
παντὶ	todo	1	1cor 1:5	1cor 1:5	direct
παντὶ	toda	1	1cor 1:5	1cor 1:5	expanded
παντὸς	de todo	1	1corintios 11:3	1corintios 11:3	expanded
παράγει	es pasajera	1	1corintios 7:31	1corintios 7:31	expanded
παράκλησιν	edificación	1	1corintios 14:3	1corintios 14:3	direct
παρέδωκα	yo se las entregué	1	1corintios 11:2	1corintios 11:2	expanded
παρέδωκα	enseñado	1	1corintios 11:23	1corintios 11:23	direct
παρέλαβον	recibí	1	1corintios 11:23	1corintios 11:23	direct
παραγγέλλω	instruyo	1	1cor 7:10	1cor 7:10	direct
παραγγέλλων	estas instrucciones	1	1corintios 11:17	1corintios 11:17	expanded
παραδοῦναι	entreguen	1	1cor 5:5	1cor 5:5	direct
παραδόσεις	tradiciones	1	1corintios 11:2	1corintios 11:2	direct
παραδῶ	a	1	1corintios 13:3	1corintios 13:3	direct
παρακαλοῦμεν	tratamos de reconciliar	1	1cor 4:13	1cor 4:13	expanded
παρακαλῶ	les ruego	1	1cor 1:10	1cor 1:10	expanded
παρακαλῶ	exhorto	1	1cor 4:16	1cor 4:16	direct
παραμυθίαν	consolación	1	1corintios 14:3	1corintios 14:3	direct
παρασκευάσεται	se	1	1corintios 14:8	1corintios 14:8	direct
παρεδίδετο	entregado	1	1corintios 11:23	1corintios 11:23	direct
παρελάβετε	ustedes	1	1corintios 15:1	1corintios 15:1	direct
παρθένος	casa	1	1corintios 7:28	1corintios 7:28	direct
παρθένος	se	1	1corintios 7:34	1corintios 7:34	direct
παρθένων	vírgenes	1	1corintios 7:25	1corintios 7:25	direct
παροξύνεται	no se irrita	1	1corintios 13:5	1corintios 13:5	expanded
παρὰ	que	1	1cor 3:11	1cor 3:11	expanded
παρὰ	ante	1	1cor 3:19	1cor 3:19	direct
πατέρας	padres	1	1cor 4:15	1cor 4:15	direct
πατέρες	padres	1	1corintios 10:1	1corintios 10:1	direct
παύσονται	cesarán	1	1corintios 13:8	1corintios 13:8	direct
πειθοῖ	palabras persuasivas	1	1cor 2:4	1cor 2:4	expanded
πεινᾷ	se	1	1corintios 11:21	1corintios 11:21	direct
πεινᾷ	alguien	1	1corintios 11:34	1corintios 11:34	direct
πεινῶμεν	pasamos hambre	1	1cor 4:11	1cor 4:11	expanded
πειράζῃ	tiente	1	1cor 7:5	1cor 7:5	direct
πειρασμὸς	no les ha sobrevenido ninguna tentación que no sea común a los hombres	1	1corintios 10:13	1corintios 10:13	expanded
περίψημα	el desecho	1	1cor 4:13	1cor 4:13	expanded
περιάγειν	esposa	1	1corintios 9:5	1corintios 9:5	direct
περιβολαίου	por velo	1	1corintios 11:15	1corintios 11:15	expanded
περικαθάρματα	la basura	1	1cor 4:13	1cor 4:13	expanded
περιπατείτω	a	1	1corintios 7:17	1corintios 7:17	direct
περιπατεῖτε	andan	1	1cor 3:3	1cor 3:3	direct
περισσοτέραν	honra	1	1corintios 12:23	1corintios 12:23	direct
περισσοτέραν	más honroso	1	1corintios 12:23	1corintios 12:23	expanded
περισσοτέραν	de ella	1	1corintios 12:24	1corintios 12:24	expanded
περιτίθεμεν	las vestimos	1	1corintios 12:23	1corintios 12:23	expanded
περιτεμνέσθω	se circuncide	1	1corintios 7:18	1corintios 7:18	expanded
περιτετμημένος	ya circuncidado	1	1corintios 7:18	1corintios 7:18	expanded
περιτομὴ	circuncisión	1	1corintios 7:19	1corintios 7:19	direct
περπερεύεται	no es jactancioso	1	1corintios 13:4	1corintios 13:4	expanded
περὶ	acerca de	1	1cor 1:11	1cor 1:11	expanded
περὶ	por	1	1cor 1:4	1cor 1:4	direct
περὶ	en	1	1corintios 7:25	1corintios 7:25	direct
περὶ	voluntad	1	1corintios 7:37	1corintios 7:37	direct
περὶ	por tanto en cuanto a comer de lo sacrificado a los ídolos	1	1corintios 8:4	1corintios 8:4	expanded
πεσὼν	se	1	1corintios 14:25	1corintios 14:25	direct
πεφυσιωμένοι	se han vuelto arrogantes	1	1cor 5:2	1cor 5:2	expanded
πεφυσιωμένων	arrogantes	1	1cor 4:19	1cor 4:19	direct
πεῖν	beber	1	1corintios 9:4	1corintios 9:4	direct
πινέτω	copa	1	1corintios 11:28	1corintios 11:28	direct
πιστεύει	cree	1	1corintios 13:7	1corintios 13:7	direct
πιστεύοντας	creen	1	1cor 1:21	1cor 1:21	direct
πιστεύουσιν	para	1	1corintios 14:22	1corintios 14:22	direct
πιστεύουσιν	creyentes	1	1corintios 14:22	1corintios 14:22	direct
πιστεύω	creo	1	1corintios 11:18	1corintios 11:18	direct
πιστός	fiel	1	1cor 4:2	1cor 4:2	direct
πιστὸν	fiel	1	1cor 4:17	1cor 4:17	direct
πιστὸς	fiel es	1	1cor 1:9	1cor 1:9	expanded
πιστὸς	fiel es dios que no permitirá que ustedes sean tentados más allá de lo que pueden soportar	1	1corintios 10:13	1corintios 10:13	expanded
πιστὸς	digno de confianza	1	1corintios 7:25	1corintios 7:25	expanded
πλανᾶσθε	se dejen engañar	1	1cor 6:9	1cor 6:9	expanded
πλεονέκται	los avaros	1	1cor 6:10	1cor 6:10	expanded
πλεονέκταις	codiciosos	1	1cor 5:10	1cor 5:10	direct
πλεονέκτης	avaro	1	1cor 5:11	1cor 5:11	direct
πλὴν	sin embargo	1	1corintios 11:11	1corintios 11:11	expanded
πνευμάτων	de espíritus	1	1corintios 12:10	1corintios 12:10	expanded
πνευμάτων	espirituales	1	1corintios 14:12	1corintios 14:12	direct
πνευματικά	ardientemente	1	1corintios 14:1	1corintios 14:1	direct
πνευματικοῖς	con palabras espirituales	1	1cor 2:13	1cor 2:13	expanded
πνευματικοῖς	espirituales	1	1cor 3:1	1cor 3:1	direct
πνευματικός	espiritual	1	1corintios 14:37	1corintios 14:37	direct
πνευματικὰ	pensamientos espirituales	1	1cor 2:13	1cor 2:13	expanded
πνευματικὸν	espiritual	1	1corintios 10:3	1corintios 10:3	direct
πνευματικὸν	bebida	1	1corintios 10:4	1corintios 10:4	direct
πνευματικὸς	espiritual	1	1cor 2:15	1cor 2:15	direct
πνευματικῆς	roca	1	1corintios 10:4	1corintios 10:4	direct
πνευματικῶν	no	1	1corintios 12:1	1corintios 12:1	direct
πνευματικῶς	espiritualmente	1	1cor 2:14	1cor 2:14	direct
πνεύματί	espíritu	1	1cor 4:21	1cor 4:21	direct
πνεύματι	bautizados	1	1corintios 12:13	1corintios 12:13	direct
πνεύματι	por	1	1corintios 12:3	1corintios 12:3	direct
πνεύματι	el espíritu	1	1corintios 12:3	1corintios 12:3	expanded
πνεύματι	a	1	1corintios 12:9	1corintios 12:9	direct
πνεύματι	solo en el espíritu	1	1corintios 14:16	1corintios 14:16	expanded
πνεύματι	en su espíritu	1	1corintios 14:2	1corintios 14:2	expanded
πνεύματι	casada	1	1corintios 7:34	1corintios 7:34	direct
πνεύματος	de	1	1corintios 12:8	1corintios 12:8	direct
πνεύματος	por el espíritu	1	1cor 2:13	1cor 2:13	expanded
πνεύματος	del espíritu	1	1cor 2:4	1cor 2:4	expanded
πνεύματος	en espíritu	1	1cor 5:4	1cor 5:4	expanded
πνεύματός	espíritu	1	1cor 6:19	1cor 6:19	direct
πνεῦμά	lenguas	1	1corintios 14:14	1corintios 14:14	direct
πνεῦμά	espíritu	1	1cor 6:17	1cor 6:17	direct
πνεῦμα	distribuyendo	1	1corintios 12:11	1corintios 12:11	direct
πνεῦμα	espíritu es	1	1corintios 12:4	1corintios 12:4	expanded
πνεῦμα	mismo espíritu	1	1corintios 12:8	1corintios 12:8	expanded
πνεῦμα	tengo el espíritu	1	1corintios 7:40	1corintios 7:40	expanded
ποιήσας	de entre ustedes ha cometido	1	1cor 5:2	1cor 5:2	expanded
ποιήσει	hace	1	1corintios 7:38	1corintios 7:38	direct
ποιήσω	y los haré	1	1cor 6:15	1cor 6:15	expanded
ποιήσῃ	comete	1	1cor 6:18	1cor 6:18	direct
ποιείτω	que haga	1	1corintios 7:36	1corintios 7:36	expanded
ποιεῖ	hace	1	1corintios 7:38	1corintios 7:38	direct
ποιῶ	hago	1	1corintios 9:23	1corintios 9:23	direct
πολλοὶ	entre	1	1corintios 11:30	1corintios 11:30	direct
πολλοὶ	dioses	1	1corintios 8:5	1corintios 8:5	direct
πολλοὺς	muchos	1	1cor 4:15	1cor 4:15	direct
πολλὰ	hay	1	1corintios 12:20	1corintios 12:20	direct
πολλῷ	contrario	1	1corintios 12:22	1corintios 12:22	direct
πονηρίας	maldad	1	1cor 5:8	1cor 5:8	direct
πονηρὸν	malvado	1	1cor 5:13	1cor 5:13	direct
πορνεία	hay inmoralidad	1	1cor 5:1	1cor 5:1	expanded
πορνεία	inmoralidad	1	1cor 5:1	1cor 5:1	direct
πορνείαν	fornicación	1	1cor 6:18	1cor 6:18	direct
πορνείας	inmoralidades que	1	1cor 7:2	1cor 7:2	expanded
πορνείᾳ	fornicación	1	1cor 6:13	1cor 6:13	direct
πορνεύωμεν	forniquemos	1	1corintios 10:8	1corintios 10:8	direct
πορνεύων	fornicario	1	1cor 6:18	1cor 6:18	direct
ποτήριον	esta copa	1	1corintios 11:26	1corintios 11:26	expanded
ποτηρίου	la	1	1corintios 11:28	1corintios 11:28	direct
πούς	dijera	1	1corintios 12:15	1corintios 12:15	direct
ποῦ	ojo qué	1	1corintios 12:17	1corintios 12:17	expanded
ποῦ	qué sería	1	1corintios 12:17	1corintios 12:17	expanded
ποῦ	sería	1	1corintios 12:19	1corintios 12:19	direct
πρέπον	la	1	1corintios 11:13	1corintios 11:13	direct
πραΰτητος	de mansedumbre	1	1cor 4:21	1cor 4:21	expanded
προλαμβάνει	primero	1	1corintios 11:21	1corintios 11:21	direct
προσευχέσθω	pida en oración	1	1corintios 14:13	1corintios 14:13	expanded
προσευχομένη	la	1	1corintios 11:5	1corintios 11:5	direct
προσευχόμενος	mientras ora	1	1corintios 11:4	1corintios 11:4	expanded
προσευχῇ	oración	1	1cor 7:5	1cor 7:5	direct
προσεύξομαι	con	1	1corintios 14:15	1corintios 14:15	direct
προσεύξομαι	pero	1	1corintios 14:15	1corintios 14:15	direct
προσεύχεσθαι	descubierta	1	1corintios 11:13	1corintios 11:13	direct
προσεύχεται	espíritu	1	1corintios 14:14	1corintios 14:14	direct
προσεύχωμαι	yo	1	1corintios 14:14	1corintios 14:14	direct
προσκυνήσει	dios	1	1corintios 14:25	1corintios 14:25	direct
προφήταις	a los profetas	1	1corintios 14:32	1corintios 14:32	expanded
προφήτας	maestros	1	1corintios 12:28	1corintios 12:28	direct
προφήτης	que	1	1corintios 14:37	1corintios 14:37	direct
προφητεία	profecía	1	1corintios 12:10	1corintios 12:10	direct
προφητεία	profecía es una señal	1	1corintios 14:22	1corintios 14:22	expanded
προφητείαν	don	1	1corintios 13:2	1corintios 13:2	direct
προφητείᾳ	profecía	1	1corintios 14:6	1corintios 14:6	direct
προφητεύειν	por	1	1corintios 14:31	1corintios 14:31	direct
προφητεύειν	el	1	1corintios 14:39	1corintios 14:39	direct
προφητεύητε	profetiza	1	1corintios 14:5	1corintios 14:5	direct
προφητεύουσα	descubierta	1	1corintios 11:5	1corintios 11:5	direct
προφητεύων	habla	1	1corintios 14:5	1corintios 14:5	direct
προφητεύωσιν	profetizan	1	1corintios 14:24	1corintios 14:24	direct
προφητεῖαι	si hay dones de profecía	1	1corintios 13:8	1corintios 13:8	expanded
προφητῶν	de los profetas	1	1corintios 14:32	1corintios 14:32	expanded
προφῆται	profetas	1	1corintios 12:29	1corintios 12:29	direct
προφῆται	y	1	1corintios 14:29	1corintios 14:29	direct
προώρισεν	predestinó	1	1cor 2:7	1cor 2:7	direct
πρόσωπον	cara	1	1corintios 13:12	1corintios 13:12	direct
πρόσωπον	conozco	1	1corintios 13:12	1corintios 13:12	direct
πρόσωπον	a	1	1corintios 14:25	1corintios 14:25	direct
πρὸ	desde antes	1	1cor 2:7	1cor 2:7	expanded
πρὸ	antes de	1	1cor 4:5	1cor 4:5	expanded
πρὸς	como enseñanza para nosotros	1	1corintios 10:11	1corintios 10:11	expanded
πρὸς	hacia	1	1corintios 12:2	1corintios 12:2	direct
πρὸς	ahora	1	1corintios 13:12	1corintios 13:12	direct
πρὸς	procuren	1	1corintios 14:12	1corintios 14:12	direct
πρὸς	para edificación	1	1corintios 14:26	1corintios 14:26	expanded
πρὸς	entre	1	1cor 2:3	1cor 2:3	direct
πρὸς	contra	1	1cor 6:1	1cor 6:1	direct
πρὸς	su	1	1corintios 7:35	1corintios 7:35	direct
πρὸς	y	1	1corintios 7:35	1corintios 7:35	direct
πρὸς	por	1	1cor 7:5	1cor 7:5	direct
πρᾶγμα	algo	1	1cor 6:1	1cor 6:1	direct
πρῶτον	pues	1	1corintios 11:18	1corintios 11:18	direct
πρῶτον	en	1	1corintios 12:28	1corintios 12:28	direct
πρῶτος	primero	1	1corintios 14:30	1corintios 14:30	direct
πυροῦσθαι	quemarse	1	1cor 7:9	1cor 7:9	direct
πυρός	fuego	1	1cor 3:15	1cor 3:15	direct
πυρὶ	fuego	1	1cor 3:13	1cor 3:13	direct
πόλεμον	para la batalla	1	1corintios 14:8	1corintios 14:8	expanded
πόμα	porque	1	1corintios 10:4	1corintios 10:4	direct
πόρνης	de una ramera	1	1cor 6:15	1cor 6:15	expanded
πόρνοι	los inmorales	1	1cor 6:9	1cor 6:9	expanded
πόρνοις	inmoral	1	1cor 5:10	1cor 5:10	direct
πόρνοις	de personas inmorales	1	1cor 5:9	1cor 5:9	expanded
πόρνος	inmoral	1	1cor 5:11	1cor 5:11	direct
πόρνῃ	ramera	1	1cor 6:16	1cor 6:16	direct
πᾶν	coman de todo lo que se vende en la carnicería sin preguntar nada por motivos de conciencia	1	1corintios 10:25	1corintios 10:25	expanded
πᾶν	todos los demás	1	1cor 6:18	1cor 6:18	expanded
πᾶς	todo	1	1corintios 11:4	1corintios 11:4	direct
πᾶς	y todo el que compite en los juegos se abstiene de todo	1	1corintios 9:25	1corintios 9:25	expanded
πᾶσα	nadie	1	1cor 1:29	1cor 1:29	expanded
πᾶσα	pero	1	1corintios 11:5	1corintios 11:5	direct
πᾶσαν	todo	1	1corintios 13:2	1corintios 13:2	direct
πᾶσαν	la	1	1corintios 13:2	1corintios 13:2	direct
πᾶσιν	conocimiento	1	1corintios 8:7	1corintios 8:7	direct
πᾶσιν	de todos me he hecho esclavo	1	1corintios 9:19	1corintios 9:19	expanded
πῦρ	fuego	1	1cor 3:13	1cor 3:13	direct
πῶς	cómo dirá	1	1corintios 14:16	1corintios 14:16	expanded
πῶς	se	1	1corintios 14:9	1corintios 14:9	direct
πῶς	cómo puede	1	1corintios 7:32	1corintios 7:32	expanded
πῶς	de cómo	1	1corintios 7:33	1corintios 7:33	expanded
σάλπιγξ	sonido	1	1corintios 14:8	1corintios 14:8	direct
σάρκα	la carne	1	1cor 1:26	1cor 1:26	expanded
σάρκα	israel	1	1corintios 10:18	1corintios 10:18	direct
σάρκα	carne	1	1cor 6:16	1cor 6:16	direct
σαρκίνοις	carnales	1	1cor 3:1	1cor 3:1	direct
σαρκός	carne	1	1cor 5:5	1cor 5:5	direct
σαρκὶ	problemas	1	1corintios 7:28	1corintios 7:28	direct
σατανᾷ	satanás	1	1cor 5:5	1cor 5:5	direct
σε	te	1	1cor 4:7	1cor 4:7	direct
σημεῖα	señales	1	1cor 1:22	1cor 1:22	direct
σημεῖόν	son	1	1corintios 14:22	1corintios 14:22	direct
σιγάτω	que	1	1corintios 14:28	1corintios 14:28	direct
σιγάτωσαν	porque	1	1corintios 14:34	1corintios 14:34	direct
σκάνδαλον	piedra de tropiezo	1	1cor 1:23	1cor 1:23	expanded
σκότους	tinieblas	1	1cor 4:5	1cor 4:5	direct
σοι	esclavo	1	1corintios 7:21	1corintios 7:21	direct
σου	necesito	1	1corintios 12:21	1corintios 12:21	direct
σοφίαν	una sabiduría	1	1cor 2:6	1cor 2:6	expanded
σοφίας	sabiduría	1	1cor 1:21	1cor 1:21	direct
σοφίας	el	1	1corintios 12:8	1corintios 12:8	direct
σοφίας	por sabiduría	1	1cor 2:13	1cor 2:13	expanded
σοφίᾳ	elocuentes	1	1cor 1:17	1cor 1:17	expanded
σοφίᾳ	sabiduría	1	1cor 1:21	1cor 1:21	direct
σοφίᾳ	la sabiduría	1	1cor 2:5	1cor 2:5	expanded
σοφούς	sabios	1	1cor 1:27	1cor 1:27	direct
σοφοὶ	sabios	1	1cor 1:26	1cor 1:26	direct
σοφοὺς	sabios	1	1cor 3:19	1cor 3:19	direct
σοφός	el sabio	1	1cor 1:20	1cor 1:20	expanded
σοφός	sabio	1	1cor 3:18	1cor 3:18	direct
σοφώτερον	más sabia	1	1cor 1:25	1cor 1:25	expanded
σοφὸς	hombre sabio	1	1cor 6:5	1cor 6:5	expanded
στέγει	sufre	1	1corintios 13:7	1corintios 13:7	direct
στέγομεν	todo	1	1corintios 9:12	1corintios 9:12	direct
σταδίῳ	el	1	1corintios 9:24	1corintios 9:24	direct
σταυροῦ	cruz	1	1cor 1:18	1cor 1:18	direct
σταυρὸς	cruz	1	1cor 1:17	1cor 1:17	direct
στεφανᾶ	de estéfanas	1	1cor 1:16	1cor 1:16	expanded
συγγνώμην	vía de concesión	1	1cor 7:6	1cor 7:6	expanded
συγκρίνοντες	combinando	1	1cor 2:13	1cor 2:13	direct
συγχαίρει	se regocijan	1	1corintios 12:26	1corintios 12:26	expanded
συγχαίρει	sino	1	1corintios 13:6	1corintios 13:6	direct
συζητητὴς	el que sabe discutir	1	1cor 1:20	1cor 1:20	expanded
συμβασιλεύσωμεν	reináramos	1	1cor 4:8	1cor 4:8	direct
συμβιβάσει	instruya	1	1cor 2:16	1cor 2:16	direct
συμπάσχει	miembros	1	1corintios 12:26	1corintios 12:26	direct
συμφέρει	son de provecho	1	1cor 6:12	1cor 6:12	expanded
συμφέρον	común	1	1corintios 12:7	1corintios 12:7	direct
συμφώνου	común acuerdo	1	1cor 7:5	1cor 7:5	expanded
συνέβαινεν	como	1	1corintios 10:11	1corintios 10:11	direct
συνέλθῃ	si	1	1corintios 14:23	1corintios 14:23	direct
συνέρχησθε	juicio	1	1corintios 11:34	1corintios 11:34	direct
συνήθειαν	costumbre	1	1corintios 11:16	1corintios 11:16	direct
συναναμίγνυσθαι	en compañía de	1	1cor 5:11	1cor 5:11	expanded
συναναμίγνυσθαι	en compañía	1	1cor 5:9	1cor 5:9	expanded
συναχθέντων	cuando estén reunidos	1	1cor 5:4	1cor 5:4	expanded
συνείδησιν	quiero decir no la conciencia de ustedes sino la del otro pues por qué ha de ser juzgada mi libertad por la conciencia ajena	1	1corintios 10:29	1corintios 10:29	expanded
συνεκέρασεν	dios	1	1corintios 12:24	1corintios 12:24	direct
συνεργοί	colaboradores en la labor	1	1cor 3:9	1cor 3:9	expanded
συνερχομένων	lugar	1	1corintios 11:18	1corintios 11:18	direct
συνερχομένων	cuando se reúnen	1	1corintios 11:20	1corintios 11:20	expanded
συνερχόμενοι	cuando se reúnan	1	1corintios 11:33	1corintios 11:33	expanded
συνεσθίειν	coman	1	1cor 5:11	1cor 5:11	direct
συνεσταλμένος	ha	1	1corintios 7:29	1corintios 7:29	direct
συνετῶν	inteligentes	1	1cor 1:19	1cor 1:19	direct
συνηθείᾳ	ahora	1	1corintios 8:7	1corintios 8:7	direct
σχίσμα	división	1	1corintios 12:25	1corintios 12:25	direct
σχίσματα	divisiones	1	1cor 1:10	1cor 1:10	direct
σχίσματα	como	1	1corintios 11:18	1corintios 11:18	direct
σχολάσητε	dedicarse	1	1cor 7:5	1cor 7:5	direct
σχῆμα	apariencia	1	1corintios 7:31	1corintios 7:31	direct
σωθήσεται	será salvo	1	1cor 3:15	1cor 3:15	expanded
σωθῇ	sea salvo	1	1cor 5:5	1cor 5:5	expanded
σωσθένης	sóstenes	1	1cor 1:1	1cor 1:1	direct
σύμφορον	no	1	1corintios 7:35	1corintios 7:35	direct
σύνεσιν	entendimiento	1	1cor 1:19	1cor 1:19	direct
σύνοιδα	estoy consciente	1	1cor 4:4	1cor 4:4	expanded
σώματα	cuerpos	1	1cor 6:15	1cor 6:15	direct
σώματι	le	1	1corintios 12:18	1corintios 12:18	direct
σώματι	en	1	1corintios 7:34	1corintios 7:34	direct
σώματός	cuerpo	1	1cor 6:18	1cor 6:18	direct
σὺ	porque	1	1corintios 14:17	1corintios 14:17	direct
σὺν	condenados	1	1corintios 11:32	1corintios 11:32	direct
σῇ	el	1	1corintios 8:11	1corintios 8:11	direct
σῳζομένοις	los salvos	1	1cor 1:18	1cor 1:18	expanded
σῶμά	pobres	1	1corintios 13:3	1corintios 13:3	direct
σῶμά	cuerpo	1	1cor 6:16	1cor 6:16	direct
σῶμα	del señor	1	1corintios 11:29	1corintios 11:29	expanded
σῶμα	ya	1	1corintios 12:13	1corintios 12:13	direct
σῶμα	es	1	1corintios 12:14	1corintios 12:14	direct
σῶμα	el cuerpo	1	1corintios 12:27	1corintios 12:27	expanded
σῶσαι	salvar	1	1cor 1:21	1cor 1:21	direct
τάξιν	con	1	1corintios 14:40	1corintios 14:40	direct
τέκνον	hijo	1	1cor 4:17	1cor 4:17	direct
τέλειοι	maduros	1	1corintios 14:20	1corintios 14:20	direct
τέλειον	lo	1	1corintios 13:10	1corintios 13:10	direct
τέλους	el fin	1	1cor 1:8	1cor 1:8	expanded
τήρησις	el guardar	1	1corintios 7:19	1corintios 7:19	expanded
τί	qué quiero decir entonces que lo sacrificado a los ídolos es algo o que un ídolo es algo	1	1corintios 10:19	1corintios 10:19	expanded
τί	entonces	1	1corintios 14:15	1corintios 14:15	direct
τί	lo que dices	1	1corintios 14:16	1corintios 14:16	expanded
τίς	cuál	1	1corintios 9:18	1corintios 9:18	direct
τίς	quién ha servido alguna vez como soldado a sus propias expensas quién planta una viña y no come de su fruto o quién cuida un rebaño y no bebe de la leche del rebaño	1	1corintios 9:7	1corintios 9:7	expanded
ταχέως	pronto	1	1cor 4:19	1cor 4:19	direct
ταύτῃ	sino	1	1corintios 9:12	1corintios 9:12	direct
ταῖς	yo	1	1corintios 13:1	1corintios 13:1	direct
ταῖς	en la	1	1corintios 14:20	1corintios 14:20	expanded
ταῖς	las	1	1corintios 14:34	1corintios 14:34	direct
ταῖς	con	1	1cor 4:12	1cor 4:12	expanded
ταῖς	a las	1	1cor 7:8	1cor 7:8	expanded
ταῦτά	esto	1	1cor 6:11	1cor 6:11	direct
ταῦτα	estas	1	1corintios 10:11	1corintios 10:11	direct
ταῦτα	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	1	1corintios 10:6	1corintios 10:6	expanded
ταῦτα	cosas	1	1corintios 12:11	1corintios 12:11	direct
ταῦτα	estos	1	1corintios 13:13	1corintios 13:13	direct
τε	tanto	1	1cor 1:24	1cor 1:24	direct
τελείοις	madurez	1	1cor 2:6	1cor 2:6	direct
τι	lo	1	1corintios 11:18	1corintios 11:18	direct
τιμήν	honra a la	1	1corintios 12:24	1corintios 12:24	expanded
τιμίους	preciosas	1	1cor 3:12	1cor 3:12	direct
τιμόθεον	a timoteo	1	1cor 4:17	1cor 4:17	expanded
τιμὴν	con más	1	1corintios 12:23	1corintios 12:23	expanded
τιμῆς	por un precio	1	1cor 6:20	1cor 6:20	expanded
τιμῆς	por precio	1	1corintios 7:23	1corintios 7:23	expanded
τινα	a algún	1	1cor 1:16	1cor 1:16	expanded
τινα	alguien	1	1cor 5:1	1cor 5:1	direct
τινος	ninguna	1	1cor 6:12	1cor 6:12	expanded
τινὲς	estando	1	1corintios 8:7	1corintios 8:7	direct
τις	nadie	1	1cor 1:15	1cor 1:15	direct
τις	uno	1	1cor 3:4	1cor 3:4	direct
τις	cada uno	1	1cor 4:2	1cor 4:2	expanded
τις	ninguno	1	1cor 5:11	1cor 5:11	direct
τις;	alguien	1	1corintios 7:18	1corintios 7:18	direct
τοιαύτη	una tal como	1	1cor 5:1	1cor 5:1	expanded
τοιαύτην	tal	1	1corintios 11:16	1corintios 11:16	direct
τοιούτοις	casos	1	1cor 7:15	1cor 7:15	direct
τοιοῦτοι	vida	1	1corintios 7:28	1corintios 7:28	direct
τολμᾷ	se atreve	1	1cor 6:1	1cor 6:1	expanded
τοσαῦτα	hay	1	1corintios 14:10	1corintios 14:10	direct
τούτοις	a estas	1	1corintios 12:23	1corintios 12:23	expanded
τούτων	mayor de	1	1corintios 13:13	1corintios 13:13	expanded
τούτῳ	aun	1	1corintios 14:21	1corintios 14:21	direct
τούτῳ	eso	1	1cor 4:4	1cor 4:4	direct
τούτῳ	fue	1	1corintios 7:24	1corintios 7:24	direct
τοὺς	les	1	1corintios 11:22	1corintios 11:22	direct
τοὺς	en	1	1corintios 14:35	1corintios 14:35	direct
τοὺς	nosotros los	1	1cor 4:9	1cor 4:9	expanded
τοὺς	a los de	1	1cor 5:12	1cor 5:12	expanded
τοὺς	a	1	1corintios 9:22	1corintios 9:22	direct
τοῖς	para	1	1cor 1:18	1cor 1:18	direct
τοῖς	no	1	1corintios 14:22	1corintios 14:22	direct
τοῖς	los incrédulos	1	1corintios 14:22	1corintios 14:22	expanded
τοῖς	los que han alcanzado	1	1cor 2:6	1cor 2:6	expanded
τοῖς	para los que	1	1cor 2:9	1cor 2:9	expanded
τοῖς	a la gente	1	1cor 5:10	1cor 5:10	expanded
τοῖς	tales	1	1cor 7:15	1cor 7:15	direct
τοῖς	que	1	1corintios 9:14	1corintios 9:14	direct
τοῖς	a los que están bajo la ley como bajo la ley	1	1corintios 9:20	1corintios 9:20	expanded
τοῖς	a los que están sin ley como sin ley	1	1corintios 9:21	1corintios 9:21	expanded
τοῖς	a todos me he hecho todo	1	1corintios 9:22	1corintios 9:22	expanded
τοῦ	en	1	1cor 1:20	1cor 1:20	expanded
τοῦ	de este	1	1cor 1:20	1cor 1:20	expanded
τοῦ	acerca de	1	1cor 1:6	1cor 1:6	expanded
τοῦ	participan	1	1corintios 10:18	1corintios 10:18	direct
τοῦ	porque del señor es la tierra y todo lo que en ella hay	1	1corintios 10:26	1corintios 10:26	expanded
τοῦ	avergüenzan	1	1corintios 11:22	1corintios 11:22	direct
τοῦ	entonces	1	1corintios 11:28	1corintios 11:28	direct
τοῦ	del cuerpo	1	1corintios 12:16	1corintios 12:16	expanded
τοῦ	palabra	1	1corintios 12:8	1corintios 12:8	direct
τοῦ	del que	1	1corintios 14:16	1corintios 14:16	expanded
τοῦ	dios	1	1corintios 14:36	1corintios 14:36	direct
τοῦ	en las	1	1cor 4:5	1cor 4:5	expanded
τοῦ	de su	1	1cor 5:1	1cor 5:1	expanded
τοῦ	sus	1	1cor 6:5	1cor 6:5	expanded
τοῦ	las	1	1corintios 7:34	1corintios 7:34	direct
τοῦ	mundo	1	1corintios 7:34	1corintios 7:34	direct
τοῦ	y	1	1corintios 7:37	1corintios 7:37	direct
τοῦ	como	1	1corintios 8:7	1corintios 8:7	direct
τοῦτο	a	1	1cor 1:12	1cor 1:12	direct
τοῦτο	mujer	1	1corintios 11:10	1corintios 11:10	direct
τοῦτο	esta	1	1corintios 11:25	1corintios 11:25	direct
τοῦτο	hay	1	1corintios 11:30	1corintios 11:30	direct
